BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,MakeText,ModelText,Properties,Seats,TransmissionTypeText
rot,Coupé,4308,Zuzwil,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,3,2007,Benzin,486,465.0,beige,45000,FERRARI,F430,"\"Ab MFK\"",2,Automatik-Getriebe
schwarz,Limousine,4244,Zuzwil,null,Occasion,G,15.8 l/100km,4,Hinterradantrieb,7,2004,Benzin,400,568.0,blau,56600,MASERATI,QUATTROPORTE,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
schwarz mét.,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1995,Benzin,226,766.0,grau,70400,LAND ROVER,RANGE ROVER,"\"Ab MFK\"",5,Automat
blau mét.,Cabriolet,2295,Zuzwil,225 g/km,Occasion,null,9.5 l/100km,2,Hinterradantrieb,7,1998,Benzin,193,166.0,mehrfarbig,166550,MERCEDES-BENZ,SLK 230,"\"Ab MFK\"",2,Automat
rot,Limousine,1998,Zuzwil,239 g/km,Occasion,null,10.2 l/100km,4,Vorderradantrieb,4,2005,Benzin,252,472.0,grau,104400,SAAB,9-3,"\"Ab MFK\"",5,Automatik-Getriebe
rot,Limousine,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,1,2000,Benzin,276,500.0,beige,44200,JAGUAR,S-TYPE,"\"Ab MFK\"",5,Automat
schwarz mét.,Coupé,3152,Zuzwil,275 g/km,Occasion,null,11.6 l/100km,2,Hinterradantrieb,2,1997,Benzin,265,713.0,schwarz,99400,BMW-ALPINA,3 SERIES,"\"Ab MFK\"",4,Automat
silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,12,2000,Benzin,420,873.0,schwarz,60500,PORSCHE,911,null,4,Automatik-Getriebe
anthrazit mét.,Coupé,3929,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,4,1973,Benzin,350,10.0,schwarz,48000,LAMBORGHINI,"","\"Ab MFK\"",4,Schaltgetriebe
blau mét.,Cabriolet,4308,Porrentruy,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,6,2007,Benzin,486,149.0,rot,53500,FERRARI,F430,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
bordeaux mét.,Coupé,843,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1970,Benzin,49,204.0,schwarz,9999,FIAT,"",null,0,Schaltgetriebe
gold mét.,Cabriolet,3999,Zuzwil,293 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,420,235.0,schwarz,78900,BMW,M3,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
grau mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,8,2001,Benzin,420,334.0,schwarz,74100,PORSCHE,911,"\"Ab MFK\"",4,Automatik-Getriebe
schwarz,Coupé,0,Basel,null,Oldtimer,null,null,0,null,7,1980,Benzin,0,539.0,braun,32000,ROLLS-ROYCE,CORNICHE,null,4,null
anthrazit mét.,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1980,Benzin,170,13.0,mehrfarbig,54000,PORSCHE,924,"\"Ab MFK\"",4,Schaltgetriebe manuell
grau mét.,Coupé,3600,Zuzwil,339 g/km,Occasion,G,13.9 l/100km,2,Allrad,7,2000,Benzin,420,292.0,blau,69200,PORSCHE,911,"\"Ab MFK\"",4,Automatik-Getriebe
anthrazit mét.,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2004,Benzin,730,33.0,rot,34500,MERCEDES-BENZ,SLR,"\"Ab MFK\", \"Tuning\"",2,Automatik-Getriebe
rot,Cabriolet,1998,Zuzwil,202 g/km,Occasion,G,8.5 l/100km,2,Hinterradantrieb,6,2003,Benzin,200,459.0,schwarz,11700,OPEL,SPEEDSTER,"\"Ab MFK\", \"Tuning\"",2,Schaltgetriebe manuell
schwarz,Limousine,2497,Zuzwil,232 g/km,Occasion,G,9.6 l/100km,4,Allrad,1,2007,Benzin,218,538.0,schwarz,99800,BMW,525,"\"Ab MFK\"",5,Schaltgetriebe manuell
schwarz,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,3,2010,Benzin,525,558.0,schwarz,7400,MERCEDES-BENZ,E 63 AMG,"\"Ab MFK\"",5,Automat sequentiell
schwarz mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,4,2005,Benzin,507,633.0,schwarz,58300,BMW,M6,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
schwarz mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,9,2006,Benzin,390,823.0,mehrfarbig,38900,MASERATI,COUPÉ GT,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe
blau mét.,Kombi,3199,Zuzwil,259 g/km,Occasion,G,10.8 l/100km,5,Hinterradantrieb,5,2001,Benzin,224,117.0,grau,83000,MERCEDES-BENZ,E 320,"\"Ab MFK\"",5,Automat
grau mét.,Coupé,3600,Zuzwil,null,Occasion,null,15.7 l/100km,2,Allrad,5,1996,Benzin,408,275.0,schwarz,88100,PORSCHE,911,null,2,Schaltgetriebe manuell
schwarz mét.,Coupé,1442,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1979,Benzin,90,717.0,mehrfarbig,52000,MATRA,"","\"Ab MFK\"",3,Schaltgetriebe
silber mét.,Coupé,3798,Zuzwil,279 g/km,Occasion,G,11.7 l/100km,2,Hinterradantrieb,3,2012,Benzin,626,866.0,schwarz,1200,McLAREN,12C,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
silber mét.,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,5,1999,Benzin,380,944.0,schwarz,29000,FERRARI,F355,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
blau mét.,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1974,Benzin,180,146.0,schwarz,7990,BMW,2002,"\"Ab MFK\"",4,Schaltgetriebe
bordeaux mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,4,2004,Benzin,335,203.0,grau,60000,AUDI,A8,"\"Ab MFK\"",5,Automat sequentiell
schwarz mét.,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2008,Benzin,610,704.0,braun,36900,BENTLEY,CONTINENTAL,"\"Ab MFK\"",4,Automat sequentiell
schwarz mét.,Limousine,5987,Zuzwil,null,Occasion,null,16.9 l/100km,4,Hinterradantrieb,1,1996,Benzin,394,785.0,schwarz,125000,MERCEDES-BENZ,S 600,"\"Ab MFK\"",5,Automat
weiss,Coupé,1775,Zuzwil,null,Occasion,null,null,3,Allrad,11,1984,Benzin,200,1128.0,schwarz,58950,PEUGEOT,205,"\"Ab MFK\"",2,Schaltgetriebe
grün,Cabriolet,6209,Zuzwil,328 g/km,Occasion,null,14.1 l/100km,2,Hinterradantrieb,6,2008,Benzin,525,387.0,schwarz,62700,MERCEDES-BENZ,SL 63 AMG,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
schwarz mét.,SUV / Geländewagen,5461,Zuzwil,322 g/km,Occasion,G,13.8 l/100km,5,Allrad,4,2013,Benzin,544,625.0,schwarz,28100,MERCEDES-BENZ,G 63 AMG,"\"Ab MFK\"",5,Automat sequentiell
schwarz mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,2,1998,Benzin,320,774.0,schwarz,30400,MERCEDES-BENZ,SL 500,"\"Ab MFK\"",0,Automat
schwarz mét.,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,4,2005,Benzin,540,787.0,beige,36000,FERRARI,612,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
weiss,Cabriolet,5351,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1961,Benzin,327,1099.0,schwarz,67000,CHEVROLET,CORVETTE,"\"Ab MFK\"",2,Schaltgetriebe manuell
blau mét.,Cabriolet,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,1,1999,Benzin,300,156.0,schwarz,34400,PORSCHE,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
blau mét.,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,159.0,grau,78700,BMW,540,"\"Ab MFK\"",5,Automat
grau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2009,Benzin,580,280.0,schwarz,59900,AUDI,RS6,"\"Ab MFK\"",5,Automat sequentiell
grau mét.,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2001,Benzin,286,289.0,grau,113000,BMW,X5,"\"Ab MFK\"",5,Automat sequentiell
grau mét.,Coupé,3600,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,5,2009,Benzin,530,356.0,schwarz,44600,PORSCHE,911,"\"Ab MFK\"",2,Schaltgetriebe manuell
schwarz,Kombi,4163,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,5,Allrad,8,2006,Benzin,420,553.0,schwarz,117400,AUDI,RS4,"\"Ab MFK\"",5,Schaltgetriebe manuell
silber mét.,Cabriolet,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1995,Benzin,225,899.0,beige,39500,MASERATI,BITURBO,null,2,Schaltgetriebe manuell
anthrazit mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,6,2002,Benzin,476,16.0,grau,16500,MERCEDES-BENZ,SL 55 AMG,"\"Ab MFK\"",2,Automat
rot,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,1,2004,Benzin,420,469.0,schwarz,14400,PORSCHE,911,"\"Ab MFK\", \"Tuning\"",2,Schaltgetriebe manuell
schwarz,Limousine,4395,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2013,Benzin,575,525.0,schwarz,15300,BMW,M5,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
schwarz,Limousine,6761,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,12,1995,Benzin,250,592.0,beige,124900,BENTLEY,BROOKLANDS,"\"Ab MFK\"",5,Automat
schwarz mét.,Limousine,1985,Zuzwil,216 g/km,Occasion,G,9.0 l/100km,3,Vorderradantrieb,9,2001,Benzin,205,608.0,schwarz,134600,SAAB,9-3,"\"Ab MFK\"",5,Schaltgetriebe manuell
schwarz mét.,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,8,1999,Benzin,360,658.0,schwarz,29800,PORSCHE,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
blau,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1981,Benzin,170,67.0,mehrfarbig,114000,PORSCHE,924,"\"Ab MFK\"",4,Schaltgetriebe manuell
silber,Coupé,1808,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,6,1990,Benzin,169,846.0,mehrfarbig,162900,NISSAN,200 SX,"\"Ab MFK\"",4,Schaltgetriebe manuell
silber mét.,Limousine,1994,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,7,1978,Benzin,0,933.0,braun,57000,LANCIA,"","\"Ab MFK\"",2,Schaltgetriebe
weiss,Limousine,6209,Zuzwil,345 g/km,Occasion,G,14.5 l/100km,4,Hinterradantrieb,8,2010,Benzin,515,1136.0,beige,37500,MERCEDES-BENZ,CLS 63 AMG,"\"Ab MFK\"",4,Automat sequentiell
grau mét.,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,3,2009,Benzin,510,327.0,schwarz,88500,MERCEDES-BENZ,ML 63 AMG,"\"Ab MFK\"",5,Automat sequentiell
rot,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,449.0,schwarz,112400,AUDI,RS6,"\"Ab MFK\"",5,Automat
silber mét.,Limousine,1977,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,170,1001.0,schwarz,97100,BMW,2002,"\"Ab MFK\"",4,Schaltgetriebe
grau mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,4,2003,Benzin,450,315.0,schwarz,127000,PORSCHE,CAYENNE,"\"Ab MFK\"",5,Automat sequentiell
grün mét.,Coupé,2418,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1972,Benzin,180,396.0,mehrfarbig,131000,FIAT,Dino,"\"Ab MFK\"",4,Schaltgetriebe
rot,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,1,2004,Benzin,517,490.0,beige,28000,FERRARI,575M,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
schwarz,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2003,Benzin,450,569.0,schwarz,40900,AUDI,RS6,"\"Ab MFK\"",5,Automat sequentiell
blau,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,2,1999,Benzin,354,69.0,grau,44600,BENTLEY,ARNAGE,"\"Ab MFK\"",5,Automat
silber mét.,Coupé,3600,Zuzwil,320 g/km,Occasion,null,12.9 l/100km,2,Hinterradantrieb,3,2000,Benzin,360,911.0,schwarz,42500,PORSCHE,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
blau mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,2,2004,Benzin,400,100.0,beige,42600,FERRARI,F360,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
silber mét.,Coupé,4691,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2008,null,450,1014.0,schwarz,37000,ALFA ROMEO,8C,null,0,Automatik-Getriebe
anthrazit mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1994,Benzin,394,26.0,grau,48700,MERCEDES-BENZ,SL 600,"\"Ab MFK\"",2,Automat
grau mét.,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,507,295.0,schwarz,36000,MERCEDES-BENZ,CLK 63 AMG,"\"Ab MFK\"",2,Automat sequentiell
blau,Limousine,5379,Zuzwil,327 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,3,1998,Benzin,327,59.0,grau,60700,BMW,750,"\"Ab MFK\"",5,Automat sequentiell
schwarz mét.,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,7,1996,Benzin,286,716.0,schwarz,141000,BMW,540,"\"Ab MFK\"",5,Automat
schwarz mét.,Cabriolet,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,363,744.0,schwarz,107100,JAGUAR,XK,"\"Ab MFK\"",4,Automat
silber mét.,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Allrad,6,1993,Benzin,492,996.0,null,46700,LAMBORGHINI,DIABLO,"\"Ab MFK\"",2,Schaltgetriebe manuell
silber mét.,Cabriolet,1781,Zuzwil,199 g/km,Occasion,G,8.3 l/100km,2,Vorderradantrieb,3,2005,Benzin,180,1065.0,schwarz,49900,AUDI,TT,"\"Ab MFK\"",2,Schaltgetriebe manuell
weiss,Cabriolet,1290,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,3,1970,Benzin,88,1109.0,schwarz,106000,ALFA ROMEO,SPIDER,"\"Ab MFK\"",3,Schaltgetriebe
gelb,Cabriolet,2687,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1971,Benzin,150,221.0,schwarz,96000,PORSCHE,911,"\"Ab MFK\"",2,Schaltgetriebe manuell
grau,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,6,2003,Benzin,450,263.0,beige,68700,PORSCHE,CAYENNE,"\"Ab MFK\"",5,Automat sequentiell
grau mét.,Limousine,2792,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,9,2000,Benzin,204,314.0,null,1,VW,BEETLE,"\"Rennwagen\"",2,Schaltgetriebe
grün mét.,Cabriolet,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2003,Benzin,400,432.0,schwarz,53600,FERRARI,F360,"\"Ab MFK\"",2,Automatik-Getriebe
rot,Limousine,4398,Zuzwil,317 g/km,Occasion,null,13.3 l/100km,4,Hinterradantrieb,2,1998,Benzin,286,463.0,beige,63000,BMW,740,"\"Ab MFK\"",5,Automat
schwarz,Kombi,2979,Zuzwil,238 g/km,Occasion,null,9.9 l/100km,5,Hinterradantrieb,5,2001,Benzin,231,546.0,null,120900,BMW,530,"\"Ab MFK\"",5,Automatik-Getriebe
silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,2,2001,Benzin,420,864.0,grau,82100,PORSCHE,911,"\"Ab MFK\"",4,Automatik-Getriebe
silber mét.,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,923.0,schwarz,33600,BMW,M5,"\"Tuning\"",5,Automatisiertes Schaltgetriebe
silber mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2007,Benzin,612,927.0,beige,40300,MERCEDES-BENZ,S 65 AMG,"\"Ab MFK\"",5,Automat sequentiell
silber mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,2,2009,Benzin,580,997.0,schwarz,118800,AUDI,RS6,"\"Ab MFK\"",5,Automat sequentiell
grün,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,3,2007,Benzin,510,375.0,schwarz,13300,MERCEDES-BENZ,ML 63 AMG,"\"Ab MFK\"",5,Automat sequentiell
blau,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,3,2001,Benzin,380,56.0,weiss,50000,AUDI,RS4,"\"Ab MFK\"",5,Schaltgetriebe manuell
silber mét.,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,14.0 l/100km,2,Hinterradantrieb,7,2008,Benzin,612,863.0,rot,24000,MERCEDES-BENZ,SL 65 AMG,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automat sequentiell
silber mét.,Cabriolet,4395,Zuzwil,217 g/km,Occasion,G,9.3 l/100km,2,Allrad,1,2013,Benzin,450,938.0,null,5400,BMW,650,"\"Ab MFK\"",4,Automat sequentiell
silber mét.,Coupé,4398,Zuzwil,283 g/km,Occasion,null,11.7 l/100km,2,Hinterradantrieb,1,2004,Benzin,333,1032.0,schwarz,79100,BMW,645,"\"Ab MFK\"",4,Automatik-Getriebe
grün mét.,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,5,2000,Benzin,367,417.0,anthrazit,29000,MERCEDES-BENZ,CL 600,"\"Ab MFK\"",4,Automat
rot,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,5,2002,Benzin,476,448.0,anthrazit,36800,MERCEDES-BENZ,SL 55 AMG,"\"Ab MFK\", \"Tuning\"",2,Automat
schwarz mét.,Pick-up,2976,Zuzwil,null,Occasion,null,null,2,null,1,1981,Diesel,0,686.0,beige,26900,TOYOTA,DYNA,null,3,Schaltgetriebe
silber mét.,Cabriolet,0,Zuzwil,null,Occasion,null,null,0,null,5,2008,null,0,988.0,rot,3000,PGO,"","\"Ab MFK\"",2,Schaltgetriebe
blau mét.,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,165.0,schwarz,111000,MERCEDES-BENZ,S 600,"\"Ab MFK\"",4,Automat
grau,Cabriolet,3496,Zuzwil,395 g/km,Occasion,null,16.9 l/100km,2,Hinterradantrieb,10,1997,Benzin,380,250.0,beige,41000,FERRARI,F355,"\"Ab MFK\"",2,Schaltgetriebe manuell
blau,SUV / Geländewagen,3462,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2006,Benzin,223,64.0,mehrfarbig,127700,HUMMER,H3,"\"Ab MFK\"",5,Automat
blau,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,66.0,beige,88600,AUDI,RS6,"\"Ab MFK\"",5,Automat sequentiell
silber mét.,Cabriolet,1796,Zuzwil,196 g/km,Neu,G,8.2 l/100km,2,Hinterradantrieb,7,2009,Benzin,184,920.0,schwarz,160,MERCEDES-BENZ,SLK 200,"\"Ab MFK\"",2,Automat sequentiell
silber mét.,Limousine,4973,Zuzwil,315 g/km,Occasion,null,13.5 l/100km,4,Hinterradantrieb,2,1997,Benzin,347,977.0,schwarz,35600,MERCEDES-BENZ,E 50 AMG,"\"Ab MFK\"",5,Automat
silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,3,2003,Benzin,420,1060.0,schwarz,94500,PORSCHE,911,"\"Ab MFK\"",4,Automatik-Getriebe
silber mét.,Limousine,5379,Zuzwil,332 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,6,1997,Benzin,327,917.0,blau,42000,BMW,750,"\"Ab MFK\"",5,Automat sequentiell
silber mét.,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,11,2000,Benzin,286,968.0,schwarz,41900,BMW,X5,"\"Ab MFK\"",5,Automat sequentiell
silber mét.,Coupé,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1995,Benzin,405,987.0,blau,47500,BENTLEY,TURBO,"\"Ab MFK\"",5,Automatik-Getriebe
weiss,Coupé,2849,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1981,Benzin,132,1106.0,grau,15000,DeLorean,"",null,0,Schaltgetriebe
blau mét.,SUV / Geländewagen,4011,Zuzwil,350 g/km,Occasion,null,13.7 l/100km,5,Allrad,9,1999,Benzin,197,112.0,beige,50100,FORD (USA),EXPLORER,"\"Ab MFK\"",5,Automat
grau mét.,Coupé,1605,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,7,1972,Benzin,124,332.0,schwarz,34900,RENAULT,Alpine A110,"\"Ab MFK\"",2,Schaltgetriebe
schwarz,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,8,2003,Benzin,450,571.0,beige,114000,PORSCHE,CAYENNE,"\"Ab MFK\"",5,Automat sequentiell
schwarz mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1992,Benzin,394,616.0,grau,52500,MERCEDES-BENZ,SL 600,"\"Ab MFK\"",2,Automat
schwarz mét.,Limousine,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2008,Benzin,525,626.0,grau,45600,MERCEDES-BENZ,S 63 AMG,"\"Ab MFK\"",5,Automat sequentiell
schwarz mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,11,2004,Benzin,450,647.0,schwarz,69500,PORSCHE,CAYENNE,"\"Ab MFK\"",5,Automat
schwarz mét.,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,2,2001,Benzin,380,681.0,schwarz,72600,AUDI,RS4,"\"Ab MFK\"",5,Schaltgetriebe manuell
schwarz mét.,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1978,Benzin,128,737.0,schwarz,115100,FIAT,SPIDER,null,2,Schaltgetriebe
silber mét.,Limousine,4163,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,4,Allrad,1,2006,Benzin,420,981.0,schwarz,95700,AUDI,RS4,"\"Ab MFK\"",5,Schaltgetriebe manuell
grau mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,9,2004,Benzin,450,273.0,schwarz,31000,PORSCHE,CAYENNE,"\"Ab MFK\"",5,Automat sequentiell
schwarz,SUV / Geländewagen,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2011,Benzin,500,597.0,schwarz,39000,PORSCHE,CAYENNE,"\"Ab MFK\"",5,Automat sequentiell
schwarz mét.,Limousine,4602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,2,2002,Benzin,0,797.0,beige,119600,LINCOLN,Continental,"\"Ab MFK\"",5,Automat
silber mét.,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,953.0,anthrazit,21400,MERCEDES-BENZ,SL 55 AMG,"\"Ab MFK\"",2,Automat
silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,9,2001,Benzin,462,1057.0,schwarz,53400,PORSCHE,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
blau mét.,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,5,1998,Benzin,226,180.0,schwarz,49700,LAND ROVER,RANGE ROVER,"\"Ab MFK\"",5,Automat
bordeaux mét.,Cabriolet,3800,Zuzwil,231 g/km,Neu,G,9.9 l/100km,2,Allrad,5,2014,Benzin,560,200.0,schwarz,450,PORSCHE,911,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
grau mét.,Coupé,1635,Zuzwil,null,Occasion,null,null,2,null,6,1977,Benzin,120,276.0,null,41400,RENAULT,Alpine A110,"\"Ab MFK\"",2,Schaltgetriebe
blau mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,1,2003,Benzin,335,95.0,grau,26700,AUDI,A8,"\"Ab MFK\"",5,Automat
silber mét.,Coupé,6700,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,2000,Benzin,450,1063.0,schwarz,75300,MERCEDES-BENZ,"","\"Ab MFK\"",4,Automatik-Getriebe
grau mét.,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,6,1994,Benzin,320,301.0,schwarz,206000,MERCEDES-BENZ,E 500,"\"Ab MFK\"",4,Automat
grün mét.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,9,2010,Benzin,630,394.0,mehrfarbig,15000,BENTLEY,CONTINENTAL,"\"Ab MFK\"",2,Automat sequentiell
grün mét.,Cabriolet,5439,Zuzwil,295 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,12,2003,Benzin,367,408.0,grau,23700,MERCEDES-BENZ,CLK 55 AMG,"\"Ab MFK\"",4,Automat
