BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,MakeText,ModelText,Properties,Seats,TransmissionTypeText
grau mét.,Coupé,4163,Zuzwil,325 g/km,Occasion,G,13.6 l/100km,2,Allrad,6,2007,Benzin,420,294.0,schwarz,65000,AUDI,R8,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
schwarz mét.,Cabriolet,3600,Zuzwil,303 g/km,Occasion,null,12.8 l/100km,2,Hinterradantrieb,5,1997,Benzin,285,627.0,blau,74000,PORSCHE,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
schwarz mét.,Cabriolet,5461,Zuzwil,195 g/km,Occasion,G,8.4 l/100km,2,Hinterradantrieb,9,2012,Benzin,422,692.0,schwarz,19400,MERCEDES-BENZ,SLK 55 AMG,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automat sequentiell
gelb,Limousine,4172,Zuzwil,341 g/km,Occasion,null,14.2 l/100km,4,Allrad,8,2001,Benzin,340,225.0,schwarz,103100,AUDI,S6,"\"Ab MFK\"",5,Automatik-Getriebe
rot,Kombi,5654,Zuzwil,296 g/km,Occasion,G,12.5 l/100km,5,Hinterradantrieb,1,2007,Benzin,340,471.0,grau,47100,CHRYSLER,300C,"\"Ab MFK\"",5,Automat sequentiell
rot,Coupé,5514,Zuzwil,340 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,4,2007,Benzin,517,483.0,braun,99999,MERCEDES-BENZ,CL 600,"\"Ab MFK\"",4,Automat sequentiell
schwarz,Limousine,4398,Zuzwil,292 g/km,Occasion,null,12.1 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,561.0,schwarz,93000,BMW,540,"\"Ab MFK\"",5,Automatik-Getriebe
schwarz mét.,Coupé,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,1,2005,Benzin,560,693.0,beige,84000,BENTLEY,CONTINENTAL,"\"Ab MFK\"",4,Automat
blau mét.,Limousine,3980,Zuzwil,310 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,3,1997,Benzin,241,96.0,grau,161400,JAGUAR,XJ,"\"Ab MFK\"",5,Automat
silber mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,8,2002,Benzin,335,1024.0,grau,35100,AUDI,A8,"\"Ab MFK\"",5,Automat sequentiell
weiss,Cabriolet,4497,Zuzwil,275 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,1,2012,Benzin,566,1095.0,schwarz,11700,FERRARI,458,null,2,Automatisiertes Schaltgetriebe
grau,Coupé,5748,Zuzwil,499 g/km,Occasion,null,21.8 l/100km,2,Hinterradantrieb,12,2003,Benzin,517,245.0,schwarz,8100,FERRARI,575M,"\"Ab MFK\"",2,Automatik-Getriebe
grau mét.,Limousine,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2010,Benzin,500,279.0,schwarz,47500,PORSCHE,PANAMERA,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
schwarz mét.,Coupé,5204,St. Gallen,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,9,2014,Benzin,570,687.0,schwarz,1700,LAMBORGHINI,GALLARDO,"\"Ab MFK\"",2,Automat sequentiell
schwarz mét.,Coupé,3800,Zuzwil,289 g/km,Neu,G,12.4 l/100km,2,Hinterradantrieb,7,2014,Benzin,476,702.0,schwarz,100,PORSCHE,911,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
schwarz mét.,Coupé,4300,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2008,Benzin,489,723.0,schwarz,5000,FERRARI,F430,"\"Rennwagen\"",0,Automatik-Getriebe
weiss mét.,Limousine,1498,Zuzwil,159 g/km,Occasion,F,6.7 l/100km,3,Vorderradantrieb,10,2005,Benzin,95,1151.0,anthrazit,99000,MERCEDES-BENZ,A 150,"\"Ab MFK\"",5,Schaltgetriebe manuell
schwarz,Cabriolet,2979,Zuzwil,238 g/km,Occasion,G,9.9 l/100km,2,Hinterradantrieb,7,2007,Benzin,306,575.0,schwarz,77500,BMW,335,"\"Ab MFK\"",4,Schaltgetriebe manuell
schwarz mét.,Cabriolet,3189,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,2007,Benzin,255,661.0,schwarz,9400,YES!,"","\"Ab MFK\"",2,Schaltgetriebe
schwarz mét.,SUV / Geländewagen,4999,Zuzwil,348 g/km,Occasion,G,14.9 l/100km,5,Allrad,9,2010,Benzin,506,674.0,braun,15000,LAND ROVER,RANGE ROVER SPORT,"\"Ab MFK\"",5,Automat sequentiell
silber mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,10,1996,Benzin,320,915.0,beige,29800,MERCEDES-BENZ,SL 500,"\"Ab MFK\"",2,Automat
blau mét.,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,12,2009,Benzin,500,102.0,mehrfarbig,52000,PORSCHE,911,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe
grau,Cabriolet,3596,Zuzwil,269 g/km,Occasion,null,11.1 l/100km,2,Hinterradantrieb,5,2002,Benzin,320,249.0,schwarz,61800,PORSCHE,911,"\"Ab MFK\"",4,Automatik-Getriebe
grün mét.,SUV / Geländewagen,5461,Zuzwil,276 g/km,Occasion,G,11.8 l/100km,5,Allrad,1,2012,Benzin,525,419.0,braun,16500,MERCEDES-BENZ,ML 63 AMG,"\"Ab MFK\", \"Tuning\"",5,Automatisiertes Schaltgetriebe
schwarz mét.,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,3,1999,Benzin,224,790.0,beige,73700,MERCEDES-BENZ,S 320,"\"Ab MFK\"",5,Automat
weiss,Kombi,4663,Zuzwil,214 g/km,Occasion,G,9.2 l/100km,5,Hinterradantrieb,5,2013,Benzin,408,1115.0,schwarz,10400,MERCEDES-BENZ,CLS 500,"\"Ab MFK\"",5,Automat sequentiell
weiss mét.,Limousine,2967,Zuzwil,259 g/km,Occasion,G,9.6 l/100km,4,Allrad,6,2005,Diesel,225,1147.0,grau,48300,VW,PHAETON,"\"Ab MFK\"",5,Automat sequentiell
bordeaux mét.,Limousine,6744,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,2,1979,Benzin,196,206.0,mehrfarbig,175100,BENTLEY,"","\"Ab MFK\"",5,Automatik-Getriebe
bordeaux mét.,Cabriolet,3246,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,3,2001,Benzin,343,208.0,braun,46000,BMW,M3,"\"Ab MFK\"",4,Schaltgetriebe manuell
gold mét.,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1985,Benzin,160,237.0,beige,59900,RENAULT,R5,null,2,Schaltgetriebe manuell
grau mét.,Limousine,1573,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,2,1975,Benzin,86,358.0,blau,104650,BMW,"","\"Ab MFK\"",4,Schaltgetriebe manuell
rot,Coupé,2663,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1982,Benzin,150,488.0,grau,82400,RENAULT,ALPINE,"\"Ab MFK\"",4,Schaltgetriebe
schwarz mét.,Coupé,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,629.0,schwarz,32800,FERRARI,F355,"\"Ab MFK\"",2,Schaltgetriebe manuell
schwarz mét.,Coupé,4961,Zuzwil,450 g/km,Occasion,G,19.5 l/100km,2,Allrad,7,2004,Benzin,500,745.0,null,36700,LAMBORGHINI,GALLARDO,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
silber mét.,Limousine,3189,Zuzwil,235 g/km,Occasion,G,9.8 l/100km,5,Allrad,2,2007,Benzin,250,879.0,schwarz,105800,VW,GOLF,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
blau mét.,Limousine,1647,Zuzwil,null,Oldtimer,null,null,0,Hinterradantrieb,6,1976,Benzin,0,174.0,anthrazit,59800,RENAULT,ALPINE,"\"Ab MFK\"",0,Schaltgetriebe
blau mét.,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,7,2002,Benzin,517,178.0,bordeaux,51200,FERRARI,575M,"\"Ab MFK\"",2,Automatik-Getriebe
blau mét.,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,5,2002,Benzin,343,85.0,grau,49600,BMW,M3,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
silber mét.,Cabriolet,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,2,2001,Benzin,300,910.0,blau,75400,PORSCHE,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
weiss,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,7,2011,Benzin,530,1093.0,mehrfarbig,14000,PORSCHE,911,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
rot,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,306,466.0,anthrazit,36800,MERCEDES-BENZ,SL 500,null,2,Automat
blau,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,61.0,beige,59300,MERCEDES-BENZ,SL 55 AMG,"\"Ab MFK\"",2,Automat
silber mét.,Coupé,1587,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,12,1986,Benzin,116,1026.0,schwarz,101400,TOYOTA,COROLLA,"\"Ab MFK\"",4,Schaltgetriebe manuell
grau mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1993,Benzin,394,333.0,grau,75900,MERCEDES-BENZ,SL 600,"\"Ab MFK\"",2,Automat
grün mét.,Coupé,1394,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1977,Benzin,84,431.0,schwarz,91000,RENAULT,Alpine A110,"\"Ab MFK\"",2,Schaltgetriebe
schwarz mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,3,2004,Benzin,591,619.0,schwarz,54100,PORSCHE,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
silber mét.,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,3,2000,Benzin,442,877.0,beige,35000,FERRARI,456,"\"Ab MFK\"",4,Schaltgetriebe manuell
blau mét.,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,1995,Benzin,245,121.0,null,39100,BENTLEY,BROOKLANDS,"\"Ab MFK\"",5,Automat
grün mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,2,2002,Benzin,420,401.0,schwarz,77600,PORSCHE,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
schwarz,Cabriolet,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,7,1998,Benzin,380,523.0,schwarz,34600,FERRARI,F355,"\"Ab MFK\"",2,Schaltgetriebe manuell
schwarz,Limousine,5377,Zuzwil,338 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,1,1995,Benzin,327,534.0,schwarz,111900,BMW,750,"\"Ab MFK\"",5,Automat
schwarz,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2006,Benzin,400,602.0,schwarz,25000,MERCEDES-BENZ,SLK 55 AMG,"\"Ab MFK\"",2,Automat sequentiell
schwarz mét.,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1997,Benzin,492,769.0,mehrfarbig,55000,LAMBORGHINI,DIABLO,null,2,Schaltgetriebe manuell
anthrazit mét.,SUV / Geländewagen,4367,Zuzwil,253 g/km,Occasion,G,9.4 l/100km,5,Allrad,1,2012,Diesel,312,17.0,beige,63200,LAND ROVER,RANGE ROVER,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat sequentiell
grau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,308.0,schwarz,14000,AUDI,RS6,"\"Ab MFK\"",5,Automat
grau mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,3,2006,Benzin,612,326.0,schwarz,39800,MERCEDES-BENZ,S 65 AMG,"\"Ab MFK\"",5,Automat sequentiell
grau mét.,Cabriolet,2912,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1960,Benzin,112,362.0,schwarz,9999,AUSTIN-HEALEY,"","\"Ab MFK\"",2,Schaltgetriebe
schwarz,Limousine,4172,Zuzwil,331 g/km,Occasion,null,13.8 l/100km,4,Allrad,3,2001,Benzin,360,532.0,schwarz,49300,AUDI,S8,"\"Ab MFK\"",5,Automatik-Getriebe
schwarz,Coupé,2663,Zuzwil,null,Occasion,null,null,2,null,8,1983,Benzin,150,551.0,beige,128500,RENAULT,ALPINE,"\"Ab MFK\"",4,Schaltgetriebe
schwarz mét.,Coupé,5474,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1996,Benzin,442,718.0,rot,52800,FERRARI,456,"\"Ab MFK\"",4,Automat
schwarz mét.,Cabriolet,3824,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Allrad,5,2006,Benzin,355,756.0,schwarz,30600,PORSCHE,911,"\"Ab MFK\"",2,Schaltgetriebe manuell
silber mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,11,2006,Benzin,507,884.0,schwarz,34500,BMW,M6,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
blau mét.,Kleinwagen,1998,Zuzwil,208 g/km,Occasion,G,8.9 l/100km,3,Vorderradantrieb,2,2008,Benzin,197,92.0,schwarz,147900,RENAULT,CLIO,null,5,Schaltgetriebe manuell
silber mét.,Coupé,1564,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1970,Benzin,124,1055.0,beige,57700,RENAULT,Alpine A110,"\"Ab MFK\"",2,Schaltgetriebe
grün mét.,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,8,2005,Benzin,503,434.0,schwarz,33600,BMW,M5,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
schwarz,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1979,Benzin,150,513.0,null,36900,RENAULT,ALPINE,"\"Ab MFK\"",4,Schaltgetriebe
schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2003,Benzin,500,659.0,beige,13900,MERCEDES-BENZ,SL 600,"\"Ab MFK\"",2,Automat
silber mét.,Coupé,2753,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1981,Benzin,140,1056.0,rot,50300,DATSUN,280,"\"Ab MFK\"",2,Schaltgetriebe
violett mét.,Coupé,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Hinterradantrieb,1,1999,Benzin,530,1075.0,bordeaux,44500,LAMBORGHINI,DIABLO,null,2,Schaltgetriebe manuell
blau mét.,Limousine,3474,Zuzwil,291 g/km,Occasion,G,12.3 l/100km,4,Vorderradantrieb,3,2001,Benzin,208,135.0,beige,111500,HONDA,LEGEND,"\"Ab MFK\"",5,Automat
grau mét.,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,274.0,grau,158000,TOYOTA,CELICA,"\"Ab MFK\"",5,Schaltgetriebe manuell
schwarz mét.,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,634.0,schwarz,54100,TOYOTA,CELICA,"\"Ab MFK\"",5,Schaltgetriebe manuell
schwarz mét.,Cabriolet,6749,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1990,Benzin,218,730.0,beige,47100,ROLLS-ROYCE,CORNICHE,"\"Ab MFK\"",4,Automatik-Getriebe
silber mét.,Kleinwagen,2946,Zuzwil,285 g/km,Occasion,G,11.9 l/100km,3,Hinterradantrieb,11,2004,Benzin,255,903.0,schwarz,61200,RENAULT,CLIO,"\"Ab MFK\"",2,Schaltgetriebe manuell
silber mét.,Coupé,7990,Zuzwil,483 g/km,Occasion,null,18.8 l/100km,2,Hinterradantrieb,12,2000,Benzin,389,946.0,schwarz,66900,CHRYSLER,VIPER,"\"Ab MFK\"",2,Schaltgetriebe manuell
grau mét.,Cabriolet,3824,Zuzwil,280 g/km,Occasion,G,11.6 l/100km,2,Hinterradantrieb,3,2006,Benzin,355,270.0,schwarz,29500,PORSCHE,911,"\"Ab MFK\"",2,Schaltgetriebe manuell
grau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,291.0,schwarz,36700,AUDI,RS6,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell
grün mét.,Cabriolet,2400,Sursee,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,0,426.0,schwarz,5000,FERRARI,Dino,null,2,Schaltgetriebe
schwarz mét.,Limousine,3498,Zuzwil,247 g/km,Occasion,G,10.6 l/100km,4,Allrad,1,2010,Benzin,272,782.0,schwarz,110800,MERCEDES-BENZ,S 350,"\"Ab MFK\"",5,Automat sequentiell
schwarz mét.,Cabriolet,4966,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,5,2006,Benzin,306,813.0,grau,8000,MERCEDES-BENZ,SL 500,"\"Ab MFK\"",2,Automat sequentiell
silber mét.,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,5,2001,Benzin,400,891.0,schwarz,41000,FERRARI,F360,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
silber mét.,Cabriolet,5935,Zuzwil,333 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,5,2013,Benzin,518,1036.0,schwarz,17000,ASTON MARTIN,DB9,"\"Ab MFK\"",4,Automat sequentiell
weiss,Limousine,4398,Zuzwil,329 g/km,Occasion,null,13.8 l/100km,4,Hinterradantrieb,4,1998,Benzin,286,1102.0,grau,85400,BMW,740,"\"Ab MFK\"",5,Automat
blau mét.,SUV / Geländewagen,4966,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2002,Benzin,292,114.0,schwarz,20800,MERCEDES-BENZ,ML 500,"\"Ab MFK\"",5,Automat
gelb,Kompaktvan / Minivan,1998,Zuzwil,236 g/km,Occasion,G,9.0 l/100km,5,Vorderradantrieb,10,2003,Benzin,121,219.0,grau,103000,DAEWOO,TACUMA,"\"Ab MFK\"",5,Schaltgetriebe manuell
rot,Cabriolet,3800,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,2,Allrad,4,2014,Benzin,560,461.0,braun,9900,PORSCHE,911,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
blau,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,12,2004,Benzin,306,52.0,schwarz,51000,MERCEDES-BENZ,CLS 500,"\"Ab MFK\"",4,Automat sequentiell
schwarz mét.,Cabriolet,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,115,605.0,grau,69300,ALFA ROMEO,SPIDER,null,2,Schaltgetriebe manuell
silber mét.,SUV / Geländewagen,3724,Zuzwil,305 g/km,Occasion,G,12.7 l/100km,5,Allrad,10,2003,Benzin,235,1059.0,schwarz,126300,MERCEDES-BENZ,ML 350,"\"Ab MFK\"",5,Automat
anthrazit mét.,Cabriolet,2771,Zuzwil,254 g/km,Occasion,null,11.4 l/100km,2,Vorderradantrieb,7,1996,Benzin,174,14.0,mehrfarbig,120200,AUDI,Cabriolet,"\"Ab MFK\"",4,Automat
blau mét.,Coupé,3600,Zuzwil,null,Occasion,null,12.3 l/100km,2,Allrad,3,1996,Benzin,285,194.0,mehrfarbig,139900,PORSCHE,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
gelb,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,364,230.0,grau,28600,CHRYSLER,VIPER,"\"Ab MFK\"",2,Schaltgetriebe manuell
grau,Cabriolet,2616,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1989,Benzin,200,239.0,schwarz,67200,MAZDA,RX-7,"\"Ab MFK\"",2,Schaltgetriebe manuell
rot mét.,Limousine,4172,Zuzwil,null,Occasion,null,13.2 l/100km,4,Allrad,9,1997,Benzin,300,503.0,null,33800,AUDI,A8,"\"Ab MFK\"",5,Automat sequentiell
schwarz mét.,SUV / Geländewagen,3960,Zuzwil,null,Occasion,null,14.9 l/100km,5,Allrad,12,1996,Benzin,177,729.0,beige,126200,JEEP,Grand Cherokee,"\"Ab MFK\"",5,Automat
schwarz mét.,Coupé,3600,Zuzwil,null,Occasion,null,null,2,null,5,2000,Benzin,370,817.0,null,7000,PORSCHE,911,"\"Ab MFK\", \"Tuning\"",0,Schaltgetriebe
schwarz mét.,Cabriolet,698,Zuzwil,127 g/km,Occasion,F,5.3 l/100km,3,Hinterradantrieb,7,2003,Benzin,61,830.0,schwarz,165000,SMART,FORTWO,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,668.0,schwarz,91100,AUDI,RS6,"\"Ab MFK\"",5,Automat sequentiell
schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1995,Benzin,320,638.0,schwarz,56500,MERCEDES-BENZ,SL 500,"\"Ab MFK\"",0,Automat
schwarz mét.,Coupé,4395,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2012,Benzin,560,725.0,schwarz,29600,BMW,M6,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe
schwarz mét.,Limousine,4395,Zuzwil,221 g/km,Occasion,G,9.5 l/100km,4,Hinterradantrieb,5,2012,Benzin,540,768.0,schwarz,19100,BMW-ALPINA,5 SERIES,"\"Ab MFK\"",5,Automat sequentiell
silber mét.,Cabriolet,3499,Sursee,null,Occasion,null,null,2,null,2,1971,Benzin,200,1005.0,beige,500,MERCEDES-BENZ,280,null,4,null
silber mét.,Coupé,3387,Zuzwil,295 g/km,Occasion,G,12.0 l/100km,2,Allrad,11,2000,Benzin,300,1064.0,schwarz,38200,PORSCHE,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
anthrazit mét.,Coupé,6208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,2012,Benzin,517,18.0,schwarz,12100,MERCEDES-BENZ,C 63 AMG,"\"Ab MFK\"",2,Automatik-Getriebe
schwarz mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,757.0,schwarz,32500,MERCEDES-BENZ,SL 55 AMG,"\"Ab MFK\"",2,Automat
schwarz mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,10,2002,Benzin,390,779.0,blau,23200,MASERATI,COUPÉ GT,"\"Ab MFK\"",4,Automatik-Getriebe
schwarz mét.,Kombi,2290,Zuzwil,214 g/km,Occasion,null,9.0 l/100km,5,Vorderradantrieb,7,2002,Benzin,250,795.0,schwarz,117100,SAAB,9-5,"\"Ab MFK\"",5,Automatik-Getriebe
schwarz mét.,Coupé,2997,Zuzwil,253 g/km,Occasion,G,10.7 l/100km,2,Vorderradantrieb,7,1998,Benzin,200,806.0,anthrazit,186000,HONDA,ACCORD,"\"Ab MFK\"",5,Automat
gelb,Limousine,2461,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,235,226.0,schwarz,89700,MERCEDES-BENZ,190,"\"Ab MFK\"",4,Schaltgetriebe manuell
anthrazit mét.,Coupé,7993,Sursee,null,Occasion,null,null,2,Allrad,7,2008,Benzin,1001,24.0,anthrazit,20000,BUGATTI,"",null,2,Automatik-Getriebe
schwarz mét.,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2005,Benzin,560,709.0,grau,142000,BENTLEY,CONTINENTAL,"\"Ab MFK\"",4,Automat sequentiell
silber mét.,Limousine,3498,Zuzwil,222 g/km,Occasion,G,9.3 l/100km,4,Hinterradantrieb,1,2010,Benzin,292,995.0,schwarz,25300,MERCEDES-BENZ,CLS 350,"\"Ab MFK\"",4,Automat sequentiell
weiss,Coupé,3600,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,2,Allrad,2,2008,Benzin,480,1119.0,schwarz,73500,PORSCHE,911,"\"Ab MFK\"",4,Automat
anthrazit mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2003,Benzin,450,21.0,schwarz,27900,AUDI,RS6,"\"Ab MFK\"",5,Automat sequentiell
grau,Coupé,3500,Zuzwil,null,Occasion,null,null,2,Allrad,8,1998,Benzin,611,243.0,null,4000,BUGATTI,EB,null,2,Schaltgetriebe
grün mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,406.0,anthrazit,43900,VW,PHAETON,"\"Ab MFK\"",4,Automat sequentiell
schwarz mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,8,1997,Benzin,320,791.0,grau,39800,MERCEDES-BENZ,SL 500,"\"Ab MFK\"",2,Automat
schwarz mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Allrad,2,1995,Benzin,272,820.0,blau,134100,PORSCHE,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
blau mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2005,Benzin,400,176.0,braun,8000,FERRARI,F360,"\"Ab MFK\"",2,Automatik-Getriebe
schwarz mét.,Limousine,2792,Zuzwil,247 g/km,Occasion,null,10.3 l/100km,4,Vorderradantrieb,5,2006,Benzin,230,620.0,schwarz,90600,OPEL,VECTRA,"\"Ab MFK\"",5,Automatik-Getriebe
schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2003,Benzin,500,639.0,null,70000,MERCEDES-BENZ,SL 600,"\"Ab MFK\"",2,Automat
silber mét.,Limousine,1747,Zuzwil,190 g/km,Occasion,G,8.0 l/100km,3,Vorderradantrieb,8,2006,Benzin,133,932.0,anthrazit,28800,FIAT,STILO,"\"Ab MFK\"",5,Schaltgetriebe manuell
grün,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1996,Benzin,394,385.0,schwarz,88500,MERCEDES-BENZ,S 600,"\"Ab MFK\"",4,Automat
grün mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,12,2008,Benzin,580,415.0,mehrfarbig,45300,AUDI,RS6,"\"Ab MFK\"",5,Automat
