ID,MakeText,ModelText,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText
225.0,AUDI,S6,gelb,Limousine,4172,Zuzwil,341 g/km,Occasion,null,14.2 l/100km,4,Allrad,8,2001,Benzin,340,schwarz,103100,"\"Ab MFK\"",5,Automatik-Getriebe
471.0,CHRYSLER,300C,rot,Kombi,5654,Zuzwil,296 g/km,Occasion,G,12.5 l/100km,5,Hinterradantrieb,1,2007,Benzin,340,grau,47100,"\"Ab MFK\"",5,Automat sequentiell
483.0,MERCEDES-BENZ,CL 600,rot,Coupé,5514,Zuzwil,340 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,4,2007,Benzin,517,braun,99999,"\"Ab MFK\"",4,Automat sequentiell
561.0,BMW,540,schwarz,Limousine,4398,Zuzwil,292 g/km,Occasion,null,12.1 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,schwarz,93000,"\"Ab MFK\"",5,Automatik-Getriebe
693.0,BENTLEY,CONTINENTAL,schwarz mét.,Coupé,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,1,2005,Benzin,560,beige,84000,"\"Ab MFK\"",4,Automat
96.0,JAGUAR,XJ,blau mét.,Limousine,3980,Zuzwil,310 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,3,1997,Benzin,241,grau,161400,"\"Ab MFK\"",5,Automat
1024.0,AUDI,A8,silber mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,8,2002,Benzin,335,grau,35100,"\"Ab MFK\"",5,Automat sequentiell
1095.0,FERRARI,458,weiss,Cabriolet,4497,Zuzwil,275 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,1,2012,Benzin,566,schwarz,11700,null,2,Automatisiertes Schaltgetriebe
245.0,FERRARI,575M,grau,Coupé,5748,Zuzwil,499 g/km,Occasion,null,21.8 l/100km,2,Hinterradantrieb,12,2003,Benzin,517,schwarz,8100,"\"Ab MFK\"",2,Automatik-Getriebe
279.0,PORSCHE,PANAMERA,grau mét.,Limousine,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2010,Benzin,500,schwarz,47500,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
687.0,LAMBORGHINI,GALLARDO,schwarz mét.,Coupé,5204,St. Gallen,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,9,2014,Benzin,570,schwarz,1700,"\"Ab MFK\"",2,Automat sequentiell
702.0,PORSCHE,911,schwarz mét.,Coupé,3800,Zuzwil,289 g/km,Neu,G,12.4 l/100km,2,Hinterradantrieb,7,2014,Benzin,476,schwarz,100,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
723.0,FERRARI,F430,schwarz mét.,Coupé,4300,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2008,Benzin,489,schwarz,5000,"\"Rennwagen\"",0,Automatik-Getriebe
1151.0,MERCEDES-BENZ,A 150,weiss mét.,Limousine,1498,Zuzwil,159 g/km,Occasion,F,6.7 l/100km,3,Vorderradantrieb,10,2005,Benzin,95,anthrazit,99000,"\"Ab MFK\"",5,Schaltgetriebe manuell
575.0,BMW,335,schwarz,Cabriolet,2979,Zuzwil,238 g/km,Occasion,G,9.9 l/100km,2,Hinterradantrieb,7,2007,Benzin,306,schwarz,77500,"\"Ab MFK\"",4,Schaltgetriebe manuell
661.0,YES!,"",schwarz mét.,Cabriolet,3189,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,2007,Benzin,255,schwarz,9400,"\"Ab MFK\"",2,Schaltgetriebe
674.0,LAND ROVER,RANGE ROVER SPORT,schwarz mét.,SUV / Geländewagen,4999,Zuzwil,348 g/km,Occasion,G,14.9 l/100km,5,Allrad,9,2010,Benzin,506,braun,15000,"\"Ab MFK\"",5,Automat sequentiell
915.0,MERCEDES-BENZ,SL 500,silber mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,10,1996,Benzin,320,beige,29800,"\"Ab MFK\"",2,Automat
102.0,PORSCHE,911,blau mét.,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,12,2009,Benzin,500,mehrfarbig,52000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe
249.0,PORSCHE,911,grau,Cabriolet,3596,Zuzwil,269 g/km,Occasion,null,11.1 l/100km,2,Hinterradantrieb,5,2002,Benzin,320,schwarz,61800,"\"Ab MFK\"",4,Automatik-Getriebe
419.0,MERCEDES-BENZ,ML 63 AMG,grün mét.,SUV / Geländewagen,5461,Zuzwil,276 g/km,Occasion,G,11.8 l/100km,5,Allrad,1,2012,Benzin,525,braun,16500,"\"Ab MFK\", \"Tuning\"",5,Automatisiertes Schaltgetriebe
790.0,MERCEDES-BENZ,S 320,schwarz mét.,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,3,1999,Benzin,224,beige,73700,"\"Ab MFK\"",5,Automat
1115.0,MERCEDES-BENZ,CLS 500,weiss,Kombi,4663,Zuzwil,214 g/km,Occasion,G,9.2 l/100km,5,Hinterradantrieb,5,2013,Benzin,408,schwarz,10400,"\"Ab MFK\"",5,Automat sequentiell
1147.0,VW,PHAETON,weiss mét.,Limousine,2967,Zuzwil,259 g/km,Occasion,G,9.6 l/100km,4,Allrad,6,2005,Diesel,225,grau,48300,"\"Ab MFK\"",5,Automat sequentiell
206.0,BENTLEY,"",bordeaux mét.,Limousine,6744,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,2,1979,Benzin,196,mehrfarbig,175100,"\"Ab MFK\"",5,Automatik-Getriebe
208.0,BMW,M3,bordeaux mét.,Cabriolet,3246,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,3,2001,Benzin,343,braun,46000,"\"Ab MFK\"",4,Schaltgetriebe manuell
237.0,RENAULT,R5,gold mét.,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1985,Benzin,160,beige,59900,null,2,Schaltgetriebe manuell
358.0,BMW,"",grau mét.,Limousine,1573,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,2,1975,Benzin,86,blau,104650,"\"Ab MFK\"",4,Schaltgetriebe manuell
488.0,RENAULT,ALPINE,rot,Coupé,2663,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1982,Benzin,150,grau,82400,"\"Ab MFK\"",4,Schaltgetriebe
629.0,FERRARI,F355,schwarz mét.,Coupé,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,schwarz,32800,"\"Ab MFK\"",2,Schaltgetriebe manuell
745.0,LAMBORGHINI,GALLARDO,schwarz mét.,Coupé,4961,Zuzwil,450 g/km,Occasion,G,19.5 l/100km,2,Allrad,7,2004,Benzin,500,null,36700,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
879.0,VW,GOLF,silber mét.,Limousine,3189,Zuzwil,235 g/km,Occasion,G,9.8 l/100km,5,Allrad,2,2007,Benzin,250,schwarz,105800,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
174.0,RENAULT,ALPINE,blau mét.,Limousine,1647,Zuzwil,null,Oldtimer,null,null,0,Hinterradantrieb,6,1976,Benzin,0,anthrazit,59800,"\"Ab MFK\"",0,Schaltgetriebe
178.0,FERRARI,575M,blau mét.,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,7,2002,Benzin,517,bordeaux,51200,"\"Ab MFK\"",2,Automatik-Getriebe
85.0,BMW,M3,blau mét.,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,5,2002,Benzin,343,grau,49600,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
910.0,PORSCHE,911,silber mét.,Cabriolet,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,2,2001,Benzin,300,blau,75400,"\"Ab MFK\"",4,Schaltgetriebe manuell
1093.0,PORSCHE,911,weiss,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,7,2011,Benzin,530,mehrfarbig,14000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
466.0,MERCEDES-BENZ,SL 500,rot,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,306,anthrazit,36800,null,2,Automat
61.0,MERCEDES-BENZ,SL 55 AMG,blau,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,beige,59300,"\"Ab MFK\"",2,Automat
1026.0,TOYOTA,COROLLA,silber mét.,Coupé,1587,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,12,1986,Benzin,116,schwarz,101400,"\"Ab MFK\"",4,Schaltgetriebe manuell
333.0,MERCEDES-BENZ,SL 600,grau mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1993,Benzin,394,grau,75900,"\"Ab MFK\"",2,Automat
431.0,RENAULT,Alpine A110,grün mét.,Coupé,1394,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1977,Benzin,84,schwarz,91000,"\"Ab MFK\"",2,Schaltgetriebe
619.0,PORSCHE,911,schwarz mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,3,2004,Benzin,591,schwarz,54100,"\"Ab MFK\"",4,Schaltgetriebe manuell
877.0,FERRARI,456,silber mét.,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,3,2000,Benzin,442,beige,35000,"\"Ab MFK\"",4,Schaltgetriebe manuell
121.0,BENTLEY,BROOKLANDS,blau mét.,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,1995,Benzin,245,null,39100,"\"Ab MFK\"",5,Automat
401.0,PORSCHE,911,grün mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,2,2002,Benzin,420,schwarz,77600,"\"Ab MFK\"",4,Schaltgetriebe manuell
523.0,FERRARI,F355,schwarz,Cabriolet,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,7,1998,Benzin,380,schwarz,34600,"\"Ab MFK\"",2,Schaltgetriebe manuell
534.0,BMW,750,schwarz,Limousine,5377,Zuzwil,338 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,1,1995,Benzin,327,schwarz,111900,"\"Ab MFK\"",5,Automat
602.0,MERCEDES-BENZ,SLK 55 AMG,schwarz,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2006,Benzin,400,schwarz,25000,"\"Ab MFK\"",2,Automat sequentiell
769.0,LAMBORGHINI,DIABLO,schwarz mét.,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1997,Benzin,492,mehrfarbig,55000,null,2,Schaltgetriebe manuell
17.0,LAND ROVER,RANGE ROVER,anthrazit mét.,SUV / Geländewagen,4367,Zuzwil,253 g/km,Occasion,G,9.4 l/100km,5,Allrad,1,2012,Diesel,312,beige,63200,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat sequentiell
308.0,AUDI,RS6,grau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,schwarz,14000,"\"Ab MFK\"",5,Automat
326.0,MERCEDES-BENZ,S 65 AMG,grau mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,3,2006,Benzin,612,schwarz,39800,"\"Ab MFK\"",5,Automat sequentiell
362.0,AUSTIN-HEALEY,"",grau mét.,Cabriolet,2912,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1960,Benzin,112,schwarz,9999,"\"Ab MFK\"",2,Schaltgetriebe
532.0,AUDI,S8,schwarz,Limousine,4172,Zuzwil,331 g/km,Occasion,null,13.8 l/100km,4,Allrad,3,2001,Benzin,360,schwarz,49300,"\"Ab MFK\"",5,Automatik-Getriebe
551.0,RENAULT,ALPINE,schwarz,Coupé,2663,Zuzwil,null,Occasion,null,null,2,null,8,1983,Benzin,150,beige,128500,"\"Ab MFK\"",4,Schaltgetriebe
718.0,FERRARI,456,schwarz mét.,Coupé,5474,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1996,Benzin,442,rot,52800,"\"Ab MFK\"",4,Automat
756.0,PORSCHE,911,schwarz mét.,Cabriolet,3824,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Allrad,5,2006,Benzin,355,schwarz,30600,"\"Ab MFK\"",2,Schaltgetriebe manuell
884.0,BMW,M6,silber mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,11,2006,Benzin,507,schwarz,34500,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
92.0,RENAULT,CLIO,blau mét.,Kleinwagen,1998,Zuzwil,208 g/km,Occasion,G,8.9 l/100km,3,Vorderradantrieb,2,2008,Benzin,197,schwarz,147900,null,5,Schaltgetriebe manuell
1055.0,RENAULT,Alpine A110,silber mét.,Coupé,1564,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1970,Benzin,124,beige,57700,"\"Ab MFK\"",2,Schaltgetriebe
434.0,BMW,M5,grün mét.,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,8,2005,Benzin,503,schwarz,33600,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
513.0,RENAULT,ALPINE,schwarz,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1979,Benzin,150,null,36900,"\"Ab MFK\"",4,Schaltgetriebe
659.0,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2003,Benzin,500,beige,13900,"\"Ab MFK\"",2,Automat
1056.0,DATSUN,280,silber mét.,Coupé,2753,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1981,Benzin,140,rot,50300,"\"Ab MFK\"",2,Schaltgetriebe
1075.0,LAMBORGHINI,DIABLO,violett mét.,Coupé,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Hinterradantrieb,1,1999,Benzin,530,bordeaux,44500,null,2,Schaltgetriebe manuell
135.0,HONDA,LEGEND,blau mét.,Limousine,3474,Zuzwil,291 g/km,Occasion,G,12.3 l/100km,4,Vorderradantrieb,3,2001,Benzin,208,beige,111500,"\"Ab MFK\"",5,Automat
274.0,TOYOTA,CELICA,grau mét.,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,grau,158000,"\"Ab MFK\"",5,Schaltgetriebe manuell
634.0,TOYOTA,CELICA,schwarz mét.,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,schwarz,54100,"\"Ab MFK\"",5,Schaltgetriebe manuell
730.0,ROLLS-ROYCE,CORNICHE,schwarz mét.,Cabriolet,6749,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1990,Benzin,218,beige,47100,"\"Ab MFK\"",4,Automatik-Getriebe
903.0,RENAULT,CLIO,silber mét.,Kleinwagen,2946,Zuzwil,285 g/km,Occasion,G,11.9 l/100km,3,Hinterradantrieb,11,2004,Benzin,255,schwarz,61200,"\"Ab MFK\"",2,Schaltgetriebe manuell
946.0,CHRYSLER,VIPER,silber mét.,Coupé,7990,Zuzwil,483 g/km,Occasion,null,18.8 l/100km,2,Hinterradantrieb,12,2000,Benzin,389,schwarz,66900,"\"Ab MFK\"",2,Schaltgetriebe manuell
270.0,PORSCHE,911,grau mét.,Cabriolet,3824,Zuzwil,280 g/km,Occasion,G,11.6 l/100km,2,Hinterradantrieb,3,2006,Benzin,355,schwarz,29500,"\"Ab MFK\"",2,Schaltgetriebe manuell
291.0,AUDI,RS6,grau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,schwarz,36700,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell
426.0,FERRARI,Dino,grün mét.,Cabriolet,2400,Sursee,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,0,schwarz,5000,null,2,Schaltgetriebe
782.0,MERCEDES-BENZ,S 350,schwarz mét.,Limousine,3498,Zuzwil,247 g/km,Occasion,G,10.6 l/100km,4,Allrad,1,2010,Benzin,272,schwarz,110800,"\"Ab MFK\"",5,Automat sequentiell
813.0,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4966,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,5,2006,Benzin,306,grau,8000,"\"Ab MFK\"",2,Automat sequentiell
891.0,FERRARI,F360,silber mét.,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,5,2001,Benzin,400,schwarz,41000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
1036.0,ASTON MARTIN,DB9,silber mét.,Cabriolet,5935,Zuzwil,333 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,5,2013,Benzin,518,schwarz,17000,"\"Ab MFK\"",4,Automat sequentiell
1102.0,BMW,740,weiss,Limousine,4398,Zuzwil,329 g/km,Occasion,null,13.8 l/100km,4,Hinterradantrieb,4,1998,Benzin,286,grau,85400,"\"Ab MFK\"",5,Automat
114.0,MERCEDES-BENZ,ML 500,blau mét.,SUV / Geländewagen,4966,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2002,Benzin,292,schwarz,20800,"\"Ab MFK\"",5,Automat
219.0,DAEWOO,TACUMA,gelb,Kompaktvan / Minivan,1998,Zuzwil,236 g/km,Occasion,G,9.0 l/100km,5,Vorderradantrieb,10,2003,Benzin,121,grau,103000,"\"Ab MFK\"",5,Schaltgetriebe manuell
461.0,PORSCHE,911,rot,Cabriolet,3800,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,2,Allrad,4,2014,Benzin,560,braun,9900,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
52.0,MERCEDES-BENZ,CLS 500,blau,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,12,2004,Benzin,306,schwarz,51000,"\"Ab MFK\"",4,Automat sequentiell
605.0,ALFA ROMEO,SPIDER,schwarz mét.,Cabriolet,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,115,grau,69300,null,2,Schaltgetriebe manuell
1059.0,MERCEDES-BENZ,ML 350,silber mét.,SUV / Geländewagen,3724,Zuzwil,305 g/km,Occasion,G,12.7 l/100km,5,Allrad,10,2003,Benzin,235,schwarz,126300,"\"Ab MFK\"",5,Automat
14.0,AUDI,Cabriolet,anthrazit mét.,Cabriolet,2771,Zuzwil,254 g/km,Occasion,null,11.4 l/100km,2,Vorderradantrieb,7,1996,Benzin,174,mehrfarbig,120200,"\"Ab MFK\"",4,Automat
194.0,PORSCHE,911,blau mét.,Coupé,3600,Zuzwil,null,Occasion,null,12.3 l/100km,2,Allrad,3,1996,Benzin,285,mehrfarbig,139900,"\"Ab MFK\"",4,Schaltgetriebe manuell
230.0,CHRYSLER,VIPER,gelb,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,364,grau,28600,"\"Ab MFK\"",2,Schaltgetriebe manuell
239.0,MAZDA,RX-7,grau,Cabriolet,2616,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1989,Benzin,200,schwarz,67200,"\"Ab MFK\"",2,Schaltgetriebe manuell
503.0,AUDI,A8,rot mét.,Limousine,4172,Zuzwil,null,Occasion,null,13.2 l/100km,4,Allrad,9,1997,Benzin,300,null,33800,"\"Ab MFK\"",5,Automat sequentiell
729.0,JEEP,Grand Cherokee,schwarz mét.,SUV / Geländewagen,3960,Zuzwil,null,Occasion,null,14.9 l/100km,5,Allrad,12,1996,Benzin,177,beige,126200,"\"Ab MFK\"",5,Automat
817.0,PORSCHE,911,schwarz mét.,Coupé,3600,Zuzwil,null,Occasion,null,null,2,null,5,2000,Benzin,370,null,7000,"\"Ab MFK\", \"Tuning\"",0,Schaltgetriebe
830.0,SMART,FORTWO,schwarz mét.,Cabriolet,698,Zuzwil,127 g/km,Occasion,F,5.3 l/100km,3,Hinterradantrieb,7,2003,Benzin,61,schwarz,165000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
668.0,AUDI,RS6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,schwarz,91100,"\"Ab MFK\"",5,Automat sequentiell
638.0,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1995,Benzin,320,schwarz,56500,"\"Ab MFK\"",0,Automat
725.0,BMW,M6,schwarz mét.,Coupé,4395,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2012,Benzin,560,schwarz,29600,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe
768.0,BMW-ALPINA,5 SERIES,schwarz mét.,Limousine,4395,Zuzwil,221 g/km,Occasion,G,9.5 l/100km,4,Hinterradantrieb,5,2012,Benzin,540,schwarz,19100,"\"Ab MFK\"",5,Automat sequentiell
1005.0,MERCEDES-BENZ,280,silber mét.,Cabriolet,3499,Sursee,null,Occasion,null,null,2,null,2,1971,Benzin,200,beige,500,null,4,null
1064.0,PORSCHE,911,silber mét.,Coupé,3387,Zuzwil,295 g/km,Occasion,G,12.0 l/100km,2,Allrad,11,2000,Benzin,300,schwarz,38200,"\"Ab MFK\"",4,Schaltgetriebe manuell
18.0,MERCEDES-BENZ,C 63 AMG,anthrazit mét.,Coupé,6208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,2012,Benzin,517,schwarz,12100,"\"Ab MFK\"",2,Automatik-Getriebe
757.0,MERCEDES-BENZ,SL 55 AMG,schwarz mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,schwarz,32500,"\"Ab MFK\"",2,Automat
779.0,MASERATI,COUPÉ GT,schwarz mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,10,2002,Benzin,390,blau,23200,"\"Ab MFK\"",4,Automatik-Getriebe
795.0,SAAB,9-5,schwarz mét.,Kombi,2290,Zuzwil,214 g/km,Occasion,null,9.0 l/100km,5,Vorderradantrieb,7,2002,Benzin,250,schwarz,117100,"\"Ab MFK\"",5,Automatik-Getriebe
806.0,HONDA,ACCORD,schwarz mét.,Coupé,2997,Zuzwil,253 g/km,Occasion,G,10.7 l/100km,2,Vorderradantrieb,7,1998,Benzin,200,anthrazit,186000,"\"Ab MFK\"",5,Automat
226.0,MERCEDES-BENZ,190,gelb,Limousine,2461,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,235,schwarz,89700,"\"Ab MFK\"",4,Schaltgetriebe manuell
24.0,BUGATTI,"",anthrazit mét.,Coupé,7993,Sursee,null,Occasion,null,null,2,Allrad,7,2008,Benzin,1001,anthrazit,20000,null,2,Automatik-Getriebe
709.0,BENTLEY,CONTINENTAL,schwarz mét.,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2005,Benzin,560,grau,142000,"\"Ab MFK\"",4,Automat sequentiell
995.0,MERCEDES-BENZ,CLS 350,silber mét.,Limousine,3498,Zuzwil,222 g/km,Occasion,G,9.3 l/100km,4,Hinterradantrieb,1,2010,Benzin,292,schwarz,25300,"\"Ab MFK\"",4,Automat sequentiell
1119.0,PORSCHE,911,weiss,Coupé,3600,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,2,Allrad,2,2008,Benzin,480,schwarz,73500,"\"Ab MFK\"",4,Automat
21.0,AUDI,RS6,anthrazit mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2003,Benzin,450,schwarz,27900,"\"Ab MFK\"",5,Automat sequentiell
243.0,BUGATTI,EB,grau,Coupé,3500,Zuzwil,null,Occasion,null,null,2,Allrad,8,1998,Benzin,611,null,4000,null,2,Schaltgetriebe
406.0,VW,PHAETON,grün mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,anthrazit,43900,"\"Ab MFK\"",4,Automat sequentiell
791.0,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,8,1997,Benzin,320,grau,39800,"\"Ab MFK\"",2,Automat
820.0,PORSCHE,911,schwarz mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Allrad,2,1995,Benzin,272,blau,134100,"\"Ab MFK\"",4,Schaltgetriebe manuell
176.0,FERRARI,F360,blau mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2005,Benzin,400,braun,8000,"\"Ab MFK\"",2,Automatik-Getriebe
620.0,OPEL,VECTRA,schwarz mét.,Limousine,2792,Zuzwil,247 g/km,Occasion,null,10.3 l/100km,4,Vorderradantrieb,5,2006,Benzin,230,schwarz,90600,"\"Ab MFK\"",5,Automatik-Getriebe
639.0,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2003,Benzin,500,null,70000,"\"Ab MFK\"",2,Automat
932.0,FIAT,STILO,silber mét.,Limousine,1747,Zuzwil,190 g/km,Occasion,G,8.0 l/100km,3,Vorderradantrieb,8,2006,Benzin,133,anthrazit,28800,"\"Ab MFK\"",5,Schaltgetriebe manuell
385.0,MERCEDES-BENZ,S 600,grün,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1996,Benzin,394,schwarz,88500,"\"Ab MFK\"",4,Automat
415.0,AUDI,RS6,grün mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,12,2008,Benzin,580,mehrfarbig,45300,"\"Ab MFK\"",5,Automat
501.0,PORSCHE,911,rot mét.,Coupé,3800,Zuzwil,227 g/km,Neu,G,9.7 l/100km,2,Allrad,1,2015,Benzin,560,schwarz,100,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
582.0,MERCEDES-BENZ,ML 500,schwarz,SUV / Geländewagen,4966,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,2,2002,Benzin,292,grau,118000,"\"Ab MFK\"",5,Automat
662.0,PORSCHE,911,schwarz mét.,Coupé,3163,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1984,Benzin,231,braun,108500,"\"Ab MFK\"",4,Schaltgetriebe manuell
831.0,AUDI,S6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,null,14.6 l/100km,5,Allrad,10,2000,Benzin,340,schwarz,211000,"\"Ab MFK\"",5,Automat
