carType,city,color,condition,country,currency,drive,fuel_consumption_unit,make,manufacture_month,manufacture_year,mileage,mileage_unit,modal,modal_variant,price_on_request,targetData,target_city,target_color,target_make,type,zip
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",SL 500,Cabriolet,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",S 500,Limousine,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",CL 55 AMG,Coupé,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",SL 500,Cabriolet,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",S 600,Limousine,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",SL 500,Cabriolet,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",SL 500,Cabriolet,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",S 600,Limousine,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",E 55 AMG,Limousine,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",S 65 AMG,Limousine,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",SL 65 AMG,Cabriolet,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",SLK 200,Cabriolet,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
"",Zuzwil,Silver,"","","","","",Mercedes-Benz,"","",0,"",E 50 AMG,Limousine,false,Match,Zuzwil,Silver,Mercedes-Benz,car,""
