make,model,city,color,carType,condition,currency,drive,country,mileage,mileage_unit,price_on_request,type,zip,manufacture_month,manufacture_year,fuel_consumption_unit
MERCEDES-BENZ,SL 55 AMG,Zuzwil,grün,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,"",Zuzwil,orange,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,"",Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,SL 500,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,S 250,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,SL 63 AMG,Zuzwil,grün,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,C 63 AMG,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
FERRARI,F360,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
VW,PHAETON,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,white,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,E 240,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
RENAULT,Alpine A110,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
PORSCHE,CAYENNE,Zuzwil,anthrazit,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,SL 600,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,500,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
