BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,MakeText,ModelText,Properties,Seats,TransmissionTypeText
Silver,Coupé,3402,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1992,Benzin,286,1048.0,null,16500,Ferrari,MONDIAL,"\"Ab MFK\"",4,Schaltgetriebe manuell
White,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,1087.0,anthrazit,43000,Mercedes-Benz,SL 600,"\"Ab MFK\"",2,Automat
Black,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,5,2003,Benzin,286,531.0,grau,66800,Bmw,X5,"\"Ab MFK\"",5,Automat sequentiell
Black,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,11,2003,Benzin,500,544.0,schwarz,41100,Mercedes-Benz,CL 600,"\"Ab MFK\"",4,Automat
Blue,Cabriolet,6209,Zuzwil,328 g/km,Occasion,G,14.1 l/100km,2,Hinterradantrieb,3,2012,Benzin,525,78.0,schwarz,19999,Mercedes-Benz,SL 63 AMG,"\"Ab MFK\"",2,Automat sequentiell
Silver,Cabriolet,3246,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,11,2002,Benzin,343,937.0,schwarz,23900,Bmw,M3,"\"Ab MFK\"",4,Schaltgetriebe manuell
Blue,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,12,2008,Benzin,517,115.0,schwarz,41000,Mercedes-Benz,SL 55 AMG,"\"Ab MFK\"",2,Automat sequentiell
Blue,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,120.0,anthrazit,14500,Mercedes-Benz,SL 600,"\"Ab MFK\"",2,Automat
Blue,Wohnkabine,2198,Zuzwil,null,Occasion,null,null,0,Vorderradantrieb,4,2014,Diesel,131,29.0,mehrfarbig,200,Giottiline,"","\"Ab MFK\"",4,Schaltgetriebe
Black,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2007,Benzin,385,601.0,schwarz,28800,Aston Martin,V8 Vantage,"\"Ab MFK\"",2,Schaltgetriebe manuell
Black,Coupé,5204,Zuzwil,327 g/km,Occasion,G,13.7 l/100km,2,Allrad,7,2009,Benzin,525,796.0,schwarz,26500,Audi,R8,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Silver,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,6,1999,Benzin,354,918.0,beige,85700,Bentley,ARNAGE,"\"Ab MFK\"",5,Automat
Gray,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2004,Benzin,450,297.0,schwarz,93500,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
Red,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,9,2010,Benzin,580,497.0,null,38000,Audi,RS6,"\"Ab MFK\"",5,Automat
Black,Limousine,5972,Zuzwil,330 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,1,2003,Benzin,445,572.0,beige,94500,Bmw,760,"\"Ab MFK\"",5,Automat sequentiell
Black,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,5,2006,Benzin,400,696.0,beige,10600,Maserati,QUATTROPORTE,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
Black,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,6,2003,Benzin,347,735.0,schwarz,21800,Bmw,X5,"\"Ab MFK\"",5,Automat sequentiell
White,Coupé,3798,Zuzwil,279 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,3,2012,Benzin,626,1094.0,schwarz,23000,Mclaren,12C,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
White,Limousine,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,10,2000,Benzin,405,1112.0,beige,85700,Bentley,ARNAGE,"\"Ab MFK\"",5,Automatik-Getriebe
White,Coupé,2457,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,185,1114.0,grau,98600,Renault,ALPINE,"\"Ab MFK\"",4,Schaltgetriebe manuell
Gray,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,4,2003,Benzin,450,287.0,schwarz,32900,Audi,RS6,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell
Other,Cabriolet,1985,Zuzwil,210 g/km,Occasion,G,8.8 l/100km,2,Vorderradantrieb,5,2003,Benzin,185,435.0,schwarz,138000,Saab,9-3,"\"Ab MFK\"",4,Schaltgetriebe manuell
Black,Cabriolet,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Allrad,5,1998,Benzin,530,653.0,rot,13960,Lamborghini,DIABLO,"\"Ab MFK\"",2,Schaltgetriebe manuell
Black,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,6,2008,Benzin,507,802.0,schwarz,45000,Mercedes-Benz,CLK 63 AMG,"\"Ab MFK\"",2,Automat sequentiell
Black,Cabriolet,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,7,2007,Benzin,560,640.0,mehrfarbig,50900,Bentley,CONTINENTAL,"\"Ab MFK\"",4,Automat
Blue,Cabriolet,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,11,2005,Benzin,457,8.0,schwarz,31800,Aston Martin,DB9,"\"Ab MFK\"",4,Automat sequentiell
Silver,Cabriolet,5733,Zuzwil,429 g/km,Occasion,G,17.8 l/100km,2,Hinterradantrieb,12,2006,Benzin,612,970.0,null,12000,Porsche,CARRERA GT,null,2,Schaltgetriebe manuell
Blue,Coupé,4497,Zuzwil,275 g/km,Neu,G,11.8 l/100km,2,Hinterradantrieb,1,2015,Benzin,619,161.0,schwarz,200,Ferrari,458,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Blue,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,700,187.0,schwarz,46000,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
Gray,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,244.0,null,41900,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
Gray,Coupé,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Allrad,11,1999,Benzin,300,351.0,schwarz,47700,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Other,Cabriolet,2494,Zuzwil,216 g/km,Occasion,G,8.9 l/100km,2,Hinterradantrieb,3,2003,Benzin,192,383.0,schwarz,103600,Bmw,Z4,"\"Ab MFK\"",2,Schaltgetriebe manuell
Red,Limousine,6761,Zuzwil,495 g/km,Occasion,G,20.6 l/100km,4,Hinterradantrieb,5,2002,Benzin,457,482.0,braun,62000,Bentley,ARNAGE,"\"Ab MFK\"",5,Automat
Black,Limousine,1997,Zuzwil,null,Occasion,null,null,3,Allrad,1,1992,null,250,514.0,schwarz,98000,Nissan,SUNNY,"\"Ab MFK\"",0,Schaltgetriebe
Black,Kleinwagen,1896,Zuzwil,138 g/km,Occasion,D,5.1 l/100km,3,Vorderradantrieb,8,2005,Diesel,130,518.0,anthrazit,132200,Seat,IBIZA,"\"Ab MFK\"",5,Schaltgetriebe manuell
Other,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1996,Benzin,241,238.0,beige,94800,Daimler,XJ,"\"Ab MFK\"",5,Automat
Gray,Coupé,2155,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,4,1982,Benzin,118,360.0,grau,182200,Talbot,MATRA,"\"Ab MFK\"",3,Schaltgetriebe manuell
Black,Coupé,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1972,Benzin,130,515.0,schwarz,18400,Alfa Romeo,GTV,null,4,Schaltgetriebe
Black,Cabriolet,5343,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,269,564.0,schwarz,49200,Jaguar,E,"\"Ab MFK\"",2,Automat
Silver,Limousine,5439,Zuzwil,310 g/km,Occasion,G,12.9 l/100km,4,Hinterradantrieb,2,2004,Benzin,476,841.0,schwarz,147400,Mercedes-Benz,E 55 AMG,"\"Ab MFK\"",5,Automat
White,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,7,2002,Benzin,390,1077.0,beige,95300,Maserati,COUPÉ GT,"\"Ab MFK\"",4,Automatik-Getriebe
Blue,Cabriolet,3387,Zuzwil,304 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,7,1998,Benzin,300,28.0,schwarz,89500,Porsche,911,"\"Ab MFK\"",4,Automat
Red,SUV / Geländewagen,4806,Zuzwil,329 g/km,Occasion,G,13.7 l/100km,5,Allrad,9,2007,Benzin,385,455.0,schwarz,78400,Porsche,CAYENNE,"\"Ab MFK\"",5,Automat
Black,Coupé,4163,Zuzwil,252 g/km,Occasion,G,10.8 l/100km,2,Allrad,1,2011,Benzin,450,807.0,schwarz,31750,Audi,RS5,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
Silver,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1982,Benzin,150,869.0,null,31000,Renault,ALPINE,"\"Ab MFK\"",4,Schaltgetriebe manuell
Silver,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,4,2004,Benzin,450,1007.0,schwarz,91600,Porsche,CAYENNE,"\"Ab MFK\"",5,Automat
Blue,SUV / Geländewagen,4197,Zuzwil,374 g/km,Occasion,G,15.9 l/100km,5,Allrad,6,2006,Benzin,390,54.0,schwarz,49900,Land Rover,RANGE ROVER SPORT,null,5,Automat
Silver,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2008,Benzin,612,882.0,schwarz,56200,Mercedes-Benz,S 65 AMG,"\"Ab MFK\"",5,Automat sequentiell
Silver,SUV / Geländewagen,4511,Zuzwil,378 g/km,Neu,G,15.7 l/100km,5,Allrad,5,2007,Benzin,521,963.0,schwarz,400,Porsche,CAYENNE,"\"Ab MFK\"",5,Automat sequentiell
Silver,Coupé,1288,Zuzwil,null,Occasion,null,null,2,null,0,1973,Benzin,0,1067.0,schwarz,75700,Renault,Alpine A110,"\"Ab MFK\"",2,Schaltgetriebe
White,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,3,2007,Benzin,612,1149.0,schwarz,102000,Mercedes-Benz,S 65 AMG,"\"Ab MFK\"",5,Automat sequentiell
Red,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,5,1990,Benzin,320,441.0,null,60100,Bentley,TURBO,"\"Ab MFK\"",5,Automat
Red,SUV / Geländewagen,4398,Zuzwil,389 g/km,Occasion,G,16.2 l/100km,5,Allrad,12,2003,Benzin,286,452.0,beige,90400,Land Rover,RANGE ROVER,"\"Ab MFK\"",5,Automat sequentiell
Black,Limousine,6209,Zuzwil,341 g/km,Occasion,G,14.3 l/100km,4,Hinterradantrieb,7,2007,Benzin,515,707.0,schwarz,39900,Mercedes-Benz,E 63 AMG,"\"Ab MFK\"",5,Automat sequentiell
Blue,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,2.0,null,25400,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
Gray,Limousine,3222,Zuzwil,204 g/km,Occasion,G,7.7 l/100km,4,Hinterradantrieb,2,2004,Diesel,204,368.0,schwarz,9900,Mercedes-Benz,S 320,"\"Ab MFK\"",5,Automat
Red,Cabriolet,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,10,1998,Benzin,380,454.0,null,67000,Ferrari,F355,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Black,Coupé,2935,Sursee,null,Occasion,null,null,2,Hinterradantrieb,2,1989,null,478,540.0,null,7000,Ferrari,F40 / F50,null,2,Schaltgetriebe
Blue,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,80.0,beige,68000,Lancia,DELTA,"\"Ab MFK\"",5,Schaltgetriebe
Blue,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,94.0,schwarz,53000,Maserati,COUPÉ GT,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe
Silver,Limousine,2793,Zuzwil,216 g/km,Occasion,null,9.1 l/100km,4,Hinterradantrieb,8,1999,Benzin,193,966.0,grau,86300,Bmw,328,"\"Ab MFK\"",5,Automatik-Getriebe
White,Limousine,1995,Zuzwil,143 g/km,Occasion,D,5.4 l/100km,4,Allrad,2,2009,Diesel,177,1130.0,schwarz,110600,Bmw,320,"\"Ab MFK\"",5,Schaltgetriebe manuell
Blue,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,125.0,mehrfarbig,114200,Audi,RS6,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat
Black,Limousine,1565,Zuzwil,null,Occasion,null,null,4,null,4,1972,Benzin,0,685.0,schwarz,14873,Renault,R12,"\"Ab MFK\"",0,null
Black,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,11,2000,Benzin,380,734.0,null,51800,Audi,RS4,"\"Ab MFK\"",5,Schaltgetriebe manuell
Black,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,3,2004,Benzin,500,827.0,anthrazit,96400,Mercedes-Benz,SL 600,"\"Ab MFK\"",2,Automat
Gray,Coupé,5474,Zuzwil,530 g/km,Occasion,null,22.9 l/100km,2,Hinterradantrieb,5,1997,Benzin,485,298.0,schwarz,62000,Ferrari,F550,"\"Ab MFK\"",2,Schaltgetriebe manuell
Red,Limousine,5461,Zuzwil,237 g/km,Occasion,G,10.1 l/100km,4,Hinterradantrieb,10,2013,Benzin,585,456.0,schwarz,4900,Mercedes-Benz,S 63 AMG,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
Black,Limousine,2301,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1987,Benzin,195,543.0,schwarz,88000,Bmw,M3,null,4,Schaltgetriebe manuell
Black,Kombi,2494,Zuzwil,235 g/km,Vorführmodell,null,9.8 l/100km,5,Hinterradantrieb,9,1997,Benzin,170,722.0,grau,112300,Bmw,523,"\"Ab MFK\"",5,Automatik-Getriebe
Silver,Coupé,2225,Zuzwil,null,Occasion,null,null,2,Allrad,1,1990,Benzin,220,895.0,grau,125000,Audi,QUATTRO,"\"Ab MFK\"",5,Schaltgetriebe manuell
Yellow,Coupé,1997,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1990,Benzin,156,232.0,schwarz,135800,Toyota,MR2,"\"Ab MFK\"",2,Schaltgetriebe manuell
Gray,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,7,2004,Benzin,540,307.0,null,45000,Ferrari,612,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
Black,Cabriolet,4966,Zuzwil,300 g/km,Occasion,null,12.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,306,698.0,schwarz,51000,Mercedes-Benz,SL 500,"\"Ab MFK\"",2,Automat
Blue,Coupé,1988,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1976,Benzin,120,82.0,mehrfarbig,38700,Toyota,CELICA,"\"Ab MFK\"",4,Schaltgetriebe manuell
Black,Coupé,4244,Zuzwil,330 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,12,2009,Benzin,405,829.0,braun,8700,Maserati,GRANTURISMO,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automat sequentiell
Silver,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1974,Benzin,133,916.0,mehrfarbig,93500,Bmw,2002,"\"Ab MFK\"",5,Schaltgetriebe
White,Limousine,4172,Zuzwil,322 g/km,Occasion,null,13.5 l/100km,4,Allrad,3,1997,Benzin,300,1092.0,schwarz,94700,Audi,A8,null,5,Automat
White,Limousine,4170,Zuzwil,322 g/km,Occasion,null,13.4 l/100km,4,Allrad,3,1996,Benzin,300,1129.0,blau,143700,Audi,A8,"\"Ab MFK\"",5,Automat sequentiell
Other,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,6,2000,Benzin,224,196.0,anthrazit,14100,Mercedes-Benz,S 320,"\"Ab MFK\"",5,Automat
Gray,Limousine,4966,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,9,1999,Benzin,299,300.0,schwarz,112800,Mercedes-Benz,S 500,"\"Ab MFK\"",5,Automat
Gray,Cabriolet,5204,Zuzwil,330 g/km,Occasion,G,13.8 l/100km,2,Allrad,4,2011,Benzin,560,338.0,schwarz,4900,Lamborghini,GALLARDO,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Other,SUV / Geländewagen,4554,Zuzwil,398 g/km,Occasion,null,16.4 l/100km,5,Allrad,10,1998,Benzin,218,422.0,schwarz,70000,Land Rover,RANGE ROVER,"\"Ab MFK\"",5,Automat
Black,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,781.0,anthrazit,45200,Mercedes-Benz,SL 55 AMG,"\"Ab MFK\"",2,Automat
Silver,Coupé,5980,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,2009,Benzin,670,849.0,schwarz,34000,Mercedes-Benz,SL 65 AMG,"\"Ab MFK\"",2,Automatik-Getriebe
Silver,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,4,2002,Benzin,306,957.0,blau,33000,Mercedes-Benz,SL 500,"\"Ab MFK\"",2,Automat
Silver,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,7,1999,Benzin,380,975.0,beige,53600,Ferrari,F355,"\"Ab MFK\"",2,Automatik-Getriebe
Silver,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,3,2002,Benzin,476,991.0,anthrazit,48200,Mercedes-Benz,SL 55 AMG,"\"Ab MFK\"",2,Automat
Blue,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,11,2003,Benzin,335,106.0,schwarz,26300,Audi,A8,"\"Ab MFK\"",5,Automat sequentiell
Other,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,8,1999,Benzin,400,205.0,null,30300,Ferrari,F360,"\"Ab MFK\"",2,Automatik-Getriebe
Other,Limousine,4941,Zuzwil,336 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,9,1999,Benzin,400,372.0,grün,54600,Bmw,M5,"\"Ab MFK\"",5,Schaltgetriebe manuell
Other,Limousine,2000,Zuzwil,null,Occasion,null,null,2,null,4,1984,Benzin,205,384.0,schwarz,13000,Lancia,"",null,2,null
Blue,Coupé,6162,Zuzwil,291 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2015,Benzin,660,4.0,schwarz,200,Chevrolet,CORVETTE,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Schaltgetriebe manuell
Red,Coupé,5980,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,2012,Benzin,730,491.0,schwarz,43000,Mercedes-Benz,SL 65 AMG,"\"Ab MFK\"",2,Automatik-Getriebe
Silver,Limousine,2497,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1989,Benzin,195,1018.0,schwarz,198000,Mercedes-Benz,190,"\"Ab MFK\"",5,Automat
Blue,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,1,2003,Benzin,420,111.0,anthrazit,37800,Vw,PHAETON,"\"Ab MFK\"",5,Automat sequentiell
Red,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,5,2001,Benzin,400,446.0,schwarz,58000,Ferrari,F360,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Red,Kombi,2671,Zuzwil,254 g/km,Occasion,null,10.6 l/100km,5,Vorderradantrieb,9,2000,Benzin,230,499.0,schwarz,45000,Audi,A6,"\"Ab MFK\", \"Tuning\"",5,Schaltgetriebe manuell
Black,Coupé,6192,Zuzwil,500 g/km,Occasion,G,21.5 l/100km,2,Allrad,7,2005,Benzin,580,529.0,schwarz,49800,Lamborghini,MURCIÉLAGO,"\"Ab MFK\", \"Tuning\"",2,Automatisiertes Schaltgetriebe
Black,Limousine,1992,Zuzwil,null,Occasion,null,null,3,Allrad,4,1994,Benzin,220,587.0,mehrfarbig,11000,Ford,ESCORT,"\"Ab MFK\", \"Tuning\"",5,Schaltgetriebe manuell
Black,Coupé,3506,Zuzwil,366 g/km,Neu,G,15.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,354,683.0,null,150,Lotus,ESPRIT,"\"Ab MFK\"",2,Schaltgetriebe manuell
Silver,Limousine,3498,Zuzwil,291 g/km,Occasion,null,12.1 l/100km,4,Hinterradantrieb,8,1999,Benzin,238,867.0,schwarz,33900,Bmw,735,"\"Ab MFK\"",5,Automat sequentiell
Other,Cabriolet,4966,Zuzwil,300 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,4,1999,Benzin,306,398.0,schwarz,16300,Mercedes-Benz,SL 500,"\"Ab MFK\"",0,Automat
Other,Limousine,5439,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,2,2006,Benzin,476,399.0,mehrfarbig,118300,Mercedes-Benz,CLS 55 AMG,"\"Ab MFK\"",4,Automat sequentiell
Other,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,6,1998,Benzin,354,40.0,schwarz,49900,Mercedes-Benz,E 55 AMG,"\"Ab MFK\"",5,Automat
Red,Limousine,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,9,1986,Benzin,300,470.0,grün,101500,Bentley,Mulsanne,"\"Ab MFK\"",5,Automatik-Getriebe
Black,Kombi,4799,Zuzwil,254 g/km,Occasion,G,10.7 l/100km,5,Hinterradantrieb,4,2007,Benzin,367,727.0,grau,72000,Bmw,550,"\"Ab MFK\"",5,Automat sequentiell
Blue,Cabriolet,5733,Sursee,null,Occasion,null,null,0,null,3,1969,null,300,93.0,schwarz,10000,Chevrolet,CAMARO,null,4,Schaltgetriebe
White,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,1096.0,schwarz,120000,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
White,Pick-up,0,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,2,2007,null,0,1110.0,mehrfarbig,34500,Chevrolet,Silverado,"\"Ab MFK\"",5,Automatik-Getriebe
Gray,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1995,Benzin,286,357.0,blau,65400,Bmw,740,"\"Ab MFK\"",5,Automatik-Getriebe
Blue,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1981,Benzin,150,36.0,braun,153600,Renault,ALPINE,"\"Ab MFK\"",4,Schaltgetriebe manuell
Black,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,12,2000,Benzin,286,567.0,grau,3600,Bmw,X5,"\"Ab MFK\"",5,Automat sequentiell
Silver,Limousine,2392,Zuzwil,233 g/km,Occasion,G,9.7 l/100km,4,Vorderradantrieb,7,2002,Benzin,170,993.0,beige,67700,Audi,A6,"\"Ab MFK\"",5,Automat stufenlos
Silver,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1983,Benzin,150,1041.0,beige,69000,Renault,ALPINE,"\"Ab MFK\"",4,Schaltgetriebe manuell
Blue,Limousine,2497,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,10,1990,Benzin,195,145.0,schwarz,162000,Mercedes-Benz,190,null,5,Schaltgetriebe manuell
Black,Limousine,845,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1960,Benzin,33,537.0,beige,177000,Renault,"","\"Ab MFK\"",5,Schaltgetriebe
Black,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,753.0,schwarz,59000,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
Silver,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,2,2000,Benzin,367,851.0,schwarz,75400,Mercedes-Benz,CL 600,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automat
Silver,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,10,1999,Benzin,360,852.0,null,47900,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Silver,Cabriolet,5204,Zuzwil,332 g/km,Occasion,G,14.2 l/100km,2,Allrad,6,2012,Benzin,560,898.0,schwarz,5900,Audi,R8,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Silver,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,928.0,grau,34000,Audi,RS6,"\"Direkt-/Parallelimport\"",5,Automat
Silver,Limousine,4806,Zuzwil,254 g/km,Occasion,G,10.8 l/100km,5,Allrad,5,2010,Benzin,400,959.0,beige,35500,Porsche,PANAMERA,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
Silver,Limousine,5379,Zuzwil,327 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,3,1997,Benzin,327,1046.0,schwarz,69600,Bmw,750,"\"Ab MFK\"",5,Automat sequentiell
Blue,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,8,2003,Benzin,390,109.0,blau,61400,Maserati,COUPÉ GT,"\"Ab MFK\"",4,Automatik-Getriebe
Gray,Coupé,4966,Zuzwil,270 g/km,Neu,G,11.4 l/100km,2,Hinterradantrieb,1,2005,Benzin,306,261.0,schwarz,165,Mercedes-Benz,CL 500,"\"Ab MFK\"",4,Automat sequentiell
Black,Coupé,5204,Zuzwil,325 g/km,Occasion,G,13.7 l/100km,2,Allrad,6,2008,Benzin,560,526.0,schwarz,28500,Lamborghini,GALLARDO,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Black,Limousine,6747,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,9,1988,null,215,809.0,beige,73800,Rolls-Royce,Silver Spur,"\"Ab MFK\"",5,Automatik-Getriebe
Silver,Coupé,4390,Sursee,null,Oldtimer,null,null,2,null,9,1970,Benzin,352,839.0,schwarz,8000,Ferrari,365,null,2,null
