ID,MakeText,ModelText,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Seats,TransmissionTypeText,color,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
96.0,JAGUAR,XJ,blau mét.,Limousine,3980,Zuzwil,310 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,3,1997,Benzin,241,grau,161400,5,Automat,blue,12.6,l/100km
1024.0,AUDI,A8,silber mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,8,2002,Benzin,335,grau,35100,5,Automat sequentiell,silver,12.0,l/100km
1095.0,FERRARI,458,weiss,Cabriolet,4497,Zuzwil,275 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,1,2012,Benzin,566,schwarz,11700,2,Automatisiertes Schaltgetriebe,white,11.8,l/100km
245.0,FERRARI,575M,grau,Coupé,5748,Zuzwil,499 g/km,Occasion,null,21.8 l/100km,2,Hinterradantrieb,12,2003,Benzin,517,schwarz,8100,2,Automatik-Getriebe,grey,21.8,l/100km
279.0,PORSCHE,PANAMERA,grau mét.,Limousine,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2010,Benzin,500,schwarz,47500,4,Automatisiertes Schaltgetriebe,grey,11.5,l/100km
687.0,LAMBORGHINI,GALLARDO,schwarz mét.,Coupé,5204,St. Gallen,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,9,2014,Benzin,570,schwarz,1700,2,Automat sequentiell,black,13.5,l/100km
702.0,PORSCHE,911,schwarz mét.,Coupé,3800,Zuzwil,289 g/km,Neu,G,12.4 l/100km,2,Hinterradantrieb,7,2014,Benzin,476,schwarz,100,2,Automatisiertes Schaltgetriebe,black,12.4,l/100km
723.0,FERRARI,F430,schwarz mét.,Coupé,4300,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2008,Benzin,489,schwarz,5000,0,Automatik-Getriebe,black,null,""
1151.0,MERCEDES-BENZ,A 150,weiss mét.,Limousine,1498,Zuzwil,159 g/km,Occasion,F,6.7 l/100km,3,Vorderradantrieb,10,2005,Benzin,95,anthrazit,99000,5,Schaltgetriebe manuell,white,6.7,l/100km
575.0,BMW,335,schwarz,Cabriolet,2979,Zuzwil,238 g/km,Occasion,G,9.9 l/100km,2,Hinterradantrieb,7,2007,Benzin,306,schwarz,77500,4,Schaltgetriebe manuell,black,9.9,l/100km
661.0,YES!,"",schwarz mét.,Cabriolet,3189,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,2007,Benzin,255,schwarz,9400,2,Schaltgetriebe,black,null,""
674.0,LAND ROVER,RANGE ROVER SPORT,schwarz mét.,SUV / Geländewagen,4999,Zuzwil,348 g/km,Occasion,G,14.9 l/100km,5,Allrad,9,2010,Benzin,506,braun,15000,5,Automat sequentiell,black,14.9,l/100km
915.0,MERCEDES-BENZ,SL 500,silber mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,10,1996,Benzin,320,beige,29800,2,Automat,silver,14.3,l/100km
102.0,PORSCHE,911,blau mét.,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,12,2009,Benzin,500,mehrfarbig,52000,4,Automatisiertes Schaltgetriebe,blue,11.5,l/100km
249.0,PORSCHE,911,grau,Cabriolet,3596,Zuzwil,269 g/km,Occasion,null,11.1 l/100km,2,Hinterradantrieb,5,2002,Benzin,320,schwarz,61800,4,Automatik-Getriebe,grey,11.1,l/100km
419.0,MERCEDES-BENZ,ML 63 AMG,grün mét.,SUV / Geländewagen,5461,Zuzwil,276 g/km,Occasion,G,11.8 l/100km,5,Allrad,1,2012,Benzin,525,braun,16500,5,Automatisiertes Schaltgetriebe,grün,11.8,l/100km
790.0,MERCEDES-BENZ,S 320,schwarz mét.,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,3,1999,Benzin,224,beige,73700,5,Automat,black,11.5,l/100km
1115.0,MERCEDES-BENZ,CLS 500,weiss,Kombi,4663,Zuzwil,214 g/km,Occasion,G,9.2 l/100km,5,Hinterradantrieb,5,2013,Benzin,408,schwarz,10400,5,Automat sequentiell,white,9.2,l/100km
1147.0,VW,PHAETON,weiss mét.,Limousine,2967,Zuzwil,259 g/km,Occasion,G,9.6 l/100km,4,Allrad,6,2005,Diesel,225,grau,48300,5,Automat sequentiell,white,9.6,l/100km
206.0,BENTLEY,"",bordeaux mét.,Limousine,6744,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,2,1979,Benzin,196,mehrfarbig,175100,5,Automatik-Getriebe,bordeaux,null,""
208.0,BMW,M3,bordeaux mét.,Cabriolet,3246,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,3,2001,Benzin,343,braun,46000,4,Schaltgetriebe manuell,bordeaux,12.1,l/100km
237.0,RENAULT,R5,gold mét.,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1985,Benzin,160,beige,59900,2,Schaltgetriebe manuell,gold,null,""
358.0,BMW,"",grau mét.,Limousine,1573,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,2,1975,Benzin,86,blau,104650,4,Schaltgetriebe manuell,grey,null,""
488.0,RENAULT,ALPINE,rot,Coupé,2663,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1982,Benzin,150,grau,82400,4,Schaltgetriebe,red,null,""
629.0,FERRARI,F355,schwarz mét.,Coupé,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,schwarz,32800,2,Schaltgetriebe manuell,black,20.8,l/100km
745.0,LAMBORGHINI,GALLARDO,schwarz mét.,Coupé,4961,Zuzwil,450 g/km,Occasion,G,19.5 l/100km,2,Allrad,7,2004,Benzin,500,null,36700,2,Automatisiertes Schaltgetriebe,black,19.5,l/100km
879.0,VW,GOLF,silber mét.,Limousine,3189,Zuzwil,235 g/km,Occasion,G,9.8 l/100km,5,Allrad,2,2007,Benzin,250,schwarz,105800,5,Automatisiertes Schaltgetriebe,silver,9.8,l/100km
174.0,RENAULT,ALPINE,blau mét.,Limousine,1647,Zuzwil,null,Oldtimer,null,null,0,Hinterradantrieb,6,1976,Benzin,0,anthrazit,59800,0,Schaltgetriebe,blue,null,""
178.0,FERRARI,575M,blau mét.,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,7,2002,Benzin,517,bordeaux,51200,2,Automatik-Getriebe,blue,21.8,l/100km
85.0,BMW,M3,blau mét.,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,5,2002,Benzin,343,grau,49600,4,Automatisiertes Schaltgetriebe,blue,13.6,l/100km
910.0,PORSCHE,911,silber mét.,Cabriolet,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,2,2001,Benzin,300,blau,75400,4,Schaltgetriebe manuell,silver,11.8,l/100km
1093.0,PORSCHE,911,weiss,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,7,2011,Benzin,530,mehrfarbig,14000,2,Automatisiertes Schaltgetriebe,white,11.5,l/100km
466.0,MERCEDES-BENZ,SL 500,rot,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,306,anthrazit,36800,2,Automat,red,12.7,l/100km
61.0,MERCEDES-BENZ,SL 55 AMG,blau,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,beige,59300,2,Automat,blue,14.2,l/100km
1026.0,TOYOTA,COROLLA,silber mét.,Coupé,1587,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,12,1986,Benzin,116,schwarz,101400,4,Schaltgetriebe manuell,silver,null,""
333.0,MERCEDES-BENZ,SL 600,grau mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1993,Benzin,394,grau,75900,2,Automat,grey,null,""
431.0,RENAULT,Alpine A110,grün mét.,Coupé,1394,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1977,Benzin,84,schwarz,91000,2,Schaltgetriebe,grün,null,""
619.0,PORSCHE,911,schwarz mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,3,2004,Benzin,591,schwarz,54100,4,Schaltgetriebe manuell,black,12.9,l/100km
877.0,FERRARI,456,silber mét.,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,3,2000,Benzin,442,beige,35000,4,Schaltgetriebe manuell,silver,22.0,l/100km
121.0,BENTLEY,BROOKLANDS,blau mét.,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,1995,Benzin,245,null,39100,5,Automat,blue,null,""
401.0,PORSCHE,911,grün mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,2,2002,Benzin,420,schwarz,77600,4,Schaltgetriebe manuell,grün,12.9,l/100km
523.0,FERRARI,F355,schwarz,Cabriolet,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,7,1998,Benzin,380,schwarz,34600,2,Schaltgetriebe manuell,black,20.8,l/100km
534.0,BMW,750,schwarz,Limousine,5377,Zuzwil,338 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,1,1995,Benzin,327,schwarz,111900,5,Automat,black,14.2,l/100km
602.0,MERCEDES-BENZ,SLK 55 AMG,schwarz,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2006,Benzin,400,schwarz,25000,2,Automat sequentiell,black,null,""
769.0,LAMBORGHINI,DIABLO,schwarz mét.,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1997,Benzin,492,mehrfarbig,55000,2,Schaltgetriebe manuell,black,null,""
17.0,LAND ROVER,RANGE ROVER,anthrazit mét.,SUV / Geländewagen,4367,Zuzwil,253 g/km,Occasion,G,9.4 l/100km,5,Allrad,1,2012,Diesel,312,beige,63200,5,Automat sequentiell,anthrazit,9.4,l/100km
308.0,AUDI,RS6,grau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,schwarz,14000,5,Automat,grey,14.0,l/100km
326.0,MERCEDES-BENZ,S 65 AMG,grau mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,3,2006,Benzin,612,schwarz,39800,5,Automat sequentiell,grey,14.8,l/100km
362.0,AUSTIN-HEALEY,"",grau mét.,Cabriolet,2912,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1960,Benzin,112,schwarz,9999,2,Schaltgetriebe,grey,null,""
532.0,AUDI,S8,schwarz,Limousine,4172,Zuzwil,331 g/km,Occasion,null,13.8 l/100km,4,Allrad,3,2001,Benzin,360,schwarz,49300,5,Automatik-Getriebe,black,13.8,l/100km
551.0,RENAULT,ALPINE,schwarz,Coupé,2663,Zuzwil,null,Occasion,null,null,2,null,8,1983,Benzin,150,beige,128500,4,Schaltgetriebe,black,null,""
718.0,FERRARI,456,schwarz mét.,Coupé,5474,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1996,Benzin,442,rot,52800,4,Automat,black,null,""
756.0,PORSCHE,911,schwarz mét.,Cabriolet,3824,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Allrad,5,2006,Benzin,355,schwarz,30600,2,Schaltgetriebe manuell,black,11.8,l/100km
884.0,BMW,M6,silber mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,11,2006,Benzin,507,schwarz,34500,4,Automatisiertes Schaltgetriebe,silver,14.8,l/100km
92.0,RENAULT,CLIO,blau mét.,Kleinwagen,1998,Zuzwil,208 g/km,Occasion,G,8.9 l/100km,3,Vorderradantrieb,2,2008,Benzin,197,schwarz,147900,5,Schaltgetriebe manuell,blue,8.9,l/100km
1055.0,RENAULT,Alpine A110,silber mét.,Coupé,1564,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1970,Benzin,124,beige,57700,2,Schaltgetriebe,silver,null,""
434.0,BMW,M5,grün mét.,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,8,2005,Benzin,503,schwarz,33600,5,Automatisiertes Schaltgetriebe,grün,14.8,l/100km
513.0,RENAULT,ALPINE,schwarz,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1979,Benzin,150,null,36900,4,Schaltgetriebe,black,null,""
659.0,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2003,Benzin,500,beige,13900,2,Automat,black,14.4,l/100km
1056.0,DATSUN,280,silber mét.,Coupé,2753,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1981,Benzin,140,rot,50300,2,Schaltgetriebe,silver,null,""
1075.0,LAMBORGHINI,DIABLO,violett mét.,Coupé,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Hinterradantrieb,1,1999,Benzin,530,bordeaux,44500,2,Schaltgetriebe manuell,violet,24.9,l/100km
135.0,HONDA,LEGEND,blau mét.,Limousine,3474,Zuzwil,291 g/km,Occasion,G,12.3 l/100km,4,Vorderradantrieb,3,2001,Benzin,208,beige,111500,5,Automat,blue,12.3,l/100km
274.0,TOYOTA,CELICA,grau mét.,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,grau,158000,5,Schaltgetriebe manuell,grey,null,""
634.0,TOYOTA,CELICA,schwarz mét.,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,schwarz,54100,5,Schaltgetriebe manuell,black,null,""
730.0,ROLLS-ROYCE,CORNICHE,schwarz mét.,Cabriolet,6749,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1990,Benzin,218,beige,47100,4,Automatik-Getriebe,black,null,""
903.0,RENAULT,CLIO,silber mét.,Kleinwagen,2946,Zuzwil,285 g/km,Occasion,G,11.9 l/100km,3,Hinterradantrieb,11,2004,Benzin,255,schwarz,61200,2,Schaltgetriebe manuell,silver,11.9,l/100km
946.0,CHRYSLER,VIPER,silber mét.,Coupé,7990,Zuzwil,483 g/km,Occasion,null,18.8 l/100km,2,Hinterradantrieb,12,2000,Benzin,389,schwarz,66900,2,Schaltgetriebe manuell,silver,18.8,l/100km
270.0,PORSCHE,911,grau mét.,Cabriolet,3824,Zuzwil,280 g/km,Occasion,G,11.6 l/100km,2,Hinterradantrieb,3,2006,Benzin,355,schwarz,29500,2,Schaltgetriebe manuell,grey,11.6,l/100km
291.0,AUDI,RS6,grau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,schwarz,36700,5,Automat sequentiell,grey,14.0,l/100km
426.0,FERRARI,Dino,grün mét.,Cabriolet,2400,Sursee,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,0,schwarz,5000,2,Schaltgetriebe,grün,null,""
782.0,MERCEDES-BENZ,S 350,schwarz mét.,Limousine,3498,Zuzwil,247 g/km,Occasion,G,10.6 l/100km,4,Allrad,1,2010,Benzin,272,schwarz,110800,5,Automat sequentiell,black,10.6,l/100km
813.0,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4966,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,5,2006,Benzin,306,grau,8000,2,Automat sequentiell,black,12.1,l/100km
891.0,FERRARI,F360,silber mét.,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,5,2001,Benzin,400,schwarz,41000,2,Automatisiertes Schaltgetriebe,silver,19.3,l/100km
1036.0,ASTON MARTIN,DB9,silber mét.,Cabriolet,5935,Zuzwil,333 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,5,2013,Benzin,518,schwarz,17000,4,Automat sequentiell,silver,14.3,l/100km
1102.0,BMW,740,weiss,Limousine,4398,Zuzwil,329 g/km,Occasion,null,13.8 l/100km,4,Hinterradantrieb,4,1998,Benzin,286,grau,85400,5,Automat,white,13.8,l/100km
114.0,MERCEDES-BENZ,ML 500,blau mét.,SUV / Geländewagen,4966,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2002,Benzin,292,schwarz,20800,5,Automat,blue,14.6,l/100km
219.0,DAEWOO,TACUMA,gelb,Kompaktvan / Minivan,1998,Zuzwil,236 g/km,Occasion,G,9.0 l/100km,5,Vorderradantrieb,10,2003,Benzin,121,grau,103000,5,Schaltgetriebe manuell,gelb,9.0,l/100km
461.0,PORSCHE,911,rot,Cabriolet,3800,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,2,Allrad,4,2014,Benzin,560,braun,9900,4,Automatisiertes Schaltgetriebe,red,9.9,l/100km
52.0,MERCEDES-BENZ,CLS 500,blau,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,12,2004,Benzin,306,schwarz,51000,4,Automat sequentiell,blue,12.1,l/100km
605.0,ALFA ROMEO,SPIDER,schwarz mét.,Cabriolet,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,115,grau,69300,2,Schaltgetriebe manuell,black,null,""
1059.0,MERCEDES-BENZ,ML 350,silber mét.,SUV / Geländewagen,3724,Zuzwil,305 g/km,Occasion,G,12.7 l/100km,5,Allrad,10,2003,Benzin,235,schwarz,126300,5,Automat,silver,12.7,l/100km
14.0,AUDI,Cabriolet,anthrazit mét.,Cabriolet,2771,Zuzwil,254 g/km,Occasion,null,11.4 l/100km,2,Vorderradantrieb,7,1996,Benzin,174,mehrfarbig,120200,4,Automat,anthrazit,11.4,l/100km
194.0,PORSCHE,911,blau mét.,Coupé,3600,Zuzwil,null,Occasion,null,12.3 l/100km,2,Allrad,3,1996,Benzin,285,mehrfarbig,139900,4,Schaltgetriebe manuell,blue,12.3,l/100km
230.0,CHRYSLER,VIPER,gelb,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,364,grau,28600,2,Schaltgetriebe manuell,gelb,null,""
239.0,MAZDA,RX-7,grau,Cabriolet,2616,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1989,Benzin,200,schwarz,67200,2,Schaltgetriebe manuell,grey,null,""
503.0,AUDI,A8,rot mét.,Limousine,4172,Zuzwil,null,Occasion,null,13.2 l/100km,4,Allrad,9,1997,Benzin,300,null,33800,5,Automat sequentiell,red,13.2,l/100km
729.0,JEEP,Grand Cherokee,schwarz mét.,SUV / Geländewagen,3960,Zuzwil,null,Occasion,null,14.9 l/100km,5,Allrad,12,1996,Benzin,177,beige,126200,5,Automat,black,14.9,l/100km
817.0,PORSCHE,911,schwarz mét.,Coupé,3600,Zuzwil,null,Occasion,null,null,2,null,5,2000,Benzin,370,null,7000,0,Schaltgetriebe,black,null,""
830.0,SMART,FORTWO,schwarz mét.,Cabriolet,698,Zuzwil,127 g/km,Occasion,F,5.3 l/100km,3,Hinterradantrieb,7,2003,Benzin,61,schwarz,165000,2,Automatisiertes Schaltgetriebe,black,5.3,l/100km
668.0,AUDI,RS6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,schwarz,91100,5,Automat sequentiell,black,14.6,l/100km
638.0,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1995,Benzin,320,schwarz,56500,0,Automat,black,null,""
725.0,BMW,M6,schwarz mét.,Coupé,4395,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2012,Benzin,560,schwarz,29600,4,Automatisiertes Schaltgetriebe,black,null,""
768.0,BMW-ALPINA,5 SERIES,schwarz mét.,Limousine,4395,Zuzwil,221 g/km,Occasion,G,9.5 l/100km,4,Hinterradantrieb,5,2012,Benzin,540,schwarz,19100,5,Automat sequentiell,black,9.5,l/100km
1005.0,MERCEDES-BENZ,280,silber mét.,Cabriolet,3499,Sursee,null,Occasion,null,null,2,null,2,1971,Benzin,200,beige,500,4,null,silver,null,""
1064.0,PORSCHE,911,silber mét.,Coupé,3387,Zuzwil,295 g/km,Occasion,G,12.0 l/100km,2,Allrad,11,2000,Benzin,300,schwarz,38200,4,Schaltgetriebe manuell,silver,12.0,l/100km
18.0,MERCEDES-BENZ,C 63 AMG,anthrazit mét.,Coupé,6208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,2012,Benzin,517,schwarz,12100,2,Automatik-Getriebe,anthrazit,null,""
757.0,MERCEDES-BENZ,SL 55 AMG,schwarz mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,schwarz,32500,2,Automat,black,14.2,l/100km
779.0,MASERATI,COUPÉ GT,schwarz mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,10,2002,Benzin,390,blau,23200,4,Automatik-Getriebe,black,17.5,l/100km
795.0,SAAB,9-5,schwarz mét.,Kombi,2290,Zuzwil,214 g/km,Occasion,null,9.0 l/100km,5,Vorderradantrieb,7,2002,Benzin,250,schwarz,117100,5,Automatik-Getriebe,black,9.0,l/100km
806.0,HONDA,ACCORD,schwarz mét.,Coupé,2997,Zuzwil,253 g/km,Occasion,G,10.7 l/100km,2,Vorderradantrieb,7,1998,Benzin,200,anthrazit,186000,5,Automat,black,10.7,l/100km
226.0,MERCEDES-BENZ,190,gelb,Limousine,2461,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,235,schwarz,89700,4,Schaltgetriebe manuell,gelb,null,""
24.0,BUGATTI,"",anthrazit mét.,Coupé,7993,Sursee,null,Occasion,null,null,2,Allrad,7,2008,Benzin,1001,anthrazit,20000,2,Automatik-Getriebe,anthrazit,null,""
709.0,BENTLEY,CONTINENTAL,schwarz mét.,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2005,Benzin,560,grau,142000,4,Automat sequentiell,black,16.6,l/100km
995.0,MERCEDES-BENZ,CLS 350,silber mét.,Limousine,3498,Zuzwil,222 g/km,Occasion,G,9.3 l/100km,4,Hinterradantrieb,1,2010,Benzin,292,schwarz,25300,4,Automat sequentiell,silver,9.3,l/100km
1119.0,PORSCHE,911,weiss,Coupé,3600,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,2,Allrad,2,2008,Benzin,480,schwarz,73500,4,Automat,white,13.6,l/100km
21.0,AUDI,RS6,anthrazit mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2003,Benzin,450,schwarz,27900,5,Automat sequentiell,anthrazit,14.6,l/100km
243.0,BUGATTI,EB,grau,Coupé,3500,Zuzwil,null,Occasion,null,null,2,Allrad,8,1998,Benzin,611,null,4000,2,Schaltgetriebe,grey,null,""
406.0,VW,PHAETON,grün mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,anthrazit,43900,4,Automat sequentiell,grün,15.6,l/100km
791.0,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,8,1997,Benzin,320,grau,39800,2,Automat,black,14.3,l/100km
820.0,PORSCHE,911,schwarz mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Allrad,2,1995,Benzin,272,blau,134100,4,Schaltgetriebe manuell,black,null,""
176.0,FERRARI,F360,blau mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2005,Benzin,400,braun,8000,2,Automatik-Getriebe,blue,19.3,l/100km
620.0,OPEL,VECTRA,schwarz mét.,Limousine,2792,Zuzwil,247 g/km,Occasion,null,10.3 l/100km,4,Vorderradantrieb,5,2006,Benzin,230,schwarz,90600,5,Automatik-Getriebe,black,10.3,l/100km
639.0,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2003,Benzin,500,null,70000,2,Automat,black,14.4,l/100km
932.0,FIAT,STILO,silber mét.,Limousine,1747,Zuzwil,190 g/km,Occasion,G,8.0 l/100km,3,Vorderradantrieb,8,2006,Benzin,133,anthrazit,28800,5,Schaltgetriebe manuell,silver,8.0,l/100km
385.0,MERCEDES-BENZ,S 600,grün,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1996,Benzin,394,schwarz,88500,4,Automat,grün,null,""
415.0,AUDI,RS6,grün mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,12,2008,Benzin,580,mehrfarbig,45300,5,Automat,grün,14.0,l/100km
501.0,PORSCHE,911,rot mét.,Coupé,3800,Zuzwil,227 g/km,Neu,G,9.7 l/100km,2,Allrad,1,2015,Benzin,560,schwarz,100,4,Automatisiertes Schaltgetriebe,red,9.7,l/100km
582.0,MERCEDES-BENZ,ML 500,schwarz,SUV / Geländewagen,4966,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,2,2002,Benzin,292,grau,118000,5,Automat,black,14.6,l/100km
662.0,PORSCHE,911,schwarz mét.,Coupé,3163,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1984,Benzin,231,braun,108500,4,Schaltgetriebe manuell,black,null,""
831.0,AUDI,S6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,null,14.6 l/100km,5,Allrad,10,2000,Benzin,340,schwarz,211000,5,Automat,black,14.6,l/100km
836.0,LANCIA,DELTA,silber,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,1,1994,Benzin,212,beige,130300,5,Schaltgetriebe manuell,silver,null,""
1047.0,PORSCHE,911,silber mét.,Coupé,3824,Zuzwil,277 g/km,Occasion,G,11.5 l/100km,2,Hinterradantrieb,8,2005,Benzin,355,schwarz,39400,4,Schaltgetriebe manuell,silver,11.5,l/100km
437.0,ALFA ROMEO,GTV,orange,Coupé,2491,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,6,1984,Benzin,160,anthrazit,584,4,Schaltgetriebe,orange,null,""
758.0,RENAULT,Alpine A110,schwarz mét.,Coupé,1397,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1978,Benzin,93,schwarz,90000,2,Schaltgetriebe,black,null,""
840.0,RENAULT,ALPINE,silber,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1984,Benzin,150,schwarz,78000,4,Schaltgetriebe manuell,silver,null,""
857.0,FORD (USA),MUSTANG,silber,Cabriolet,7200,Sursee,null,Occasion,null,null,3,Hinterradantrieb,3,1968,Benzin,360,schwarz,1000,4,Automat,silver,null,""
924.0,MERCEDES-BENZ,SL 500,silber mét.,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,306,anthrazit,24400,2,Automat,silver,12.7,l/100km
