ID,ModelText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText,BodyColorText,MakeText,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
943.0,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,9,2002,Benzin,450,schwarz,36900,"\"Ab MFK\"",5,Automat sequentiell,Silver,Audi,14.6,l/100km
961.0,X5,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,12,2001,Benzin,286,schwarz,91000,"\"Ab MFK\"",5,Automat,Silver,Bmw,13.9,l/100km
233.0,TESTAR./512,Coupé,4941,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1989,Benzin,380,beige,31700,null,2,Schaltgetriebe manuell,Yellow,Ferrari,null,""
391.0,911,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,4,2003,Benzin,420,schwarz,38600,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell,Other,Porsche,12.9,l/100km
445.0,SL 65 AMG,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,15.1 l/100km,2,Hinterradantrieb,5,2005,Benzin,612,null,22100,null,2,Automat,Red,Mercedes-Benz,15.1,l/100km
465.0,F430,Coupé,4308,Zuzwil,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,3,2007,Benzin,486,beige,45000,"\"Ab MFK\"",2,Automatik-Getriebe,Red,Ferrari,18.3,l/100km
568.0,QUATTROPORTE,Limousine,4244,Zuzwil,null,Occasion,G,15.8 l/100km,4,Hinterradantrieb,7,2004,Benzin,400,blau,56600,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,Black,Maserati,15.8,l/100km
766.0,RANGE ROVER,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1995,Benzin,226,grau,70400,"\"Ab MFK\"",5,Automat,Black,Land Rover,16.2,l/100km
166.0,SLK 230,Cabriolet,2295,Zuzwil,225 g/km,Occasion,null,9.5 l/100km,2,Hinterradantrieb,7,1998,Benzin,193,mehrfarbig,166550,"\"Ab MFK\"",2,Automat,Blue,Mercedes-Benz,9.5,l/100km
472.0,9-3,Limousine,1998,Zuzwil,239 g/km,Occasion,null,10.2 l/100km,4,Vorderradantrieb,4,2005,Benzin,252,grau,104400,"\"Ab MFK\"",5,Automatik-Getriebe,Red,Saab,10.2,l/100km
500.0,S-TYPE,Limousine,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,1,2000,Benzin,276,beige,44200,"\"Ab MFK\"",5,Automat,Red,Jaguar,12.5,l/100km
713.0,3 SERIES,Coupé,3152,Zuzwil,275 g/km,Occasion,null,11.6 l/100km,2,Hinterradantrieb,2,1997,Benzin,265,schwarz,99400,"\"Ab MFK\"",4,Automat,Black,Bmw-Alpina,11.6,l/100km
873.0,911,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,12,2000,Benzin,420,schwarz,60500,null,4,Automatik-Getriebe,Silver,Porsche,12.9,l/100km
10.0,"",Coupé,3929,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,4,1973,Benzin,350,schwarz,48000,"\"Ab MFK\"",4,Schaltgetriebe,Blue,Lamborghini,null,""
149.0,F430,Cabriolet,4308,Porrentruy,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,6,2007,Benzin,486,rot,53500,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Blue,Ferrari,18.3,l/100km
204.0,"",Coupé,843,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1970,Benzin,49,schwarz,9999,null,0,Schaltgetriebe,Other,Fiat,null,""
235.0,M3,Cabriolet,3999,Zuzwil,293 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,420,schwarz,78900,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Other,Bmw,12.3,l/100km
334.0,911,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,8,2001,Benzin,420,schwarz,74100,"\"Ab MFK\"",4,Automatik-Getriebe,Gray,Porsche,12.9,l/100km
539.0,CORNICHE,Coupé,0,Basel,null,Oldtimer,null,null,0,null,7,1980,Benzin,0,braun,32000,null,4,null,Black,Rolls-Royce,null,""
13.0,924,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1980,Benzin,170,mehrfarbig,54000,"\"Ab MFK\"",4,Schaltgetriebe manuell,Blue,Porsche,null,""
292.0,911,Coupé,3600,Zuzwil,339 g/km,Occasion,G,13.9 l/100km,2,Allrad,7,2000,Benzin,420,blau,69200,"\"Ab MFK\"",4,Automatik-Getriebe,Gray,Porsche,13.9,l/100km
33.0,SLR,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2004,Benzin,730,rot,34500,"\"Ab MFK\", \"Tuning\"",2,Automatik-Getriebe,Blue,Mercedes-Benz,null,""
459.0,SPEEDSTER,Cabriolet,1998,Zuzwil,202 g/km,Occasion,G,8.5 l/100km,2,Hinterradantrieb,6,2003,Benzin,200,schwarz,11700,"\"Ab MFK\", \"Tuning\"",2,Schaltgetriebe manuell,Red,Opel,8.5,l/100km
538.0,525,Limousine,2497,Zuzwil,232 g/km,Occasion,G,9.6 l/100km,4,Allrad,1,2007,Benzin,218,schwarz,99800,"\"Ab MFK\"",5,Schaltgetriebe manuell,Black,Bmw,9.6,l/100km
558.0,E 63 AMG,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,3,2010,Benzin,525,schwarz,7400,"\"Ab MFK\"",5,Automat sequentiell,Black,Mercedes-Benz,12.6,l/100km
633.0,M6,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,4,2005,Benzin,507,schwarz,58300,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Black,Bmw,14.8,l/100km
823.0,COUPÉ GT,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,9,2006,Benzin,390,mehrfarbig,38900,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe,Black,Maserati,17.5,l/100km
117.0,E 320,Kombi,3199,Zuzwil,259 g/km,Occasion,G,10.8 l/100km,5,Hinterradantrieb,5,2001,Benzin,224,grau,83000,"\"Ab MFK\"",5,Automat,Blue,Mercedes-Benz,10.8,l/100km
275.0,911,Coupé,3600,Zuzwil,null,Occasion,null,15.7 l/100km,2,Allrad,5,1996,Benzin,408,schwarz,88100,null,2,Schaltgetriebe manuell,Gray,Porsche,15.7,l/100km
717.0,"",Coupé,1442,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1979,Benzin,90,mehrfarbig,52000,"\"Ab MFK\"",3,Schaltgetriebe,Black,Matra,null,""
866.0,12C,Coupé,3798,Zuzwil,279 g/km,Occasion,G,11.7 l/100km,2,Hinterradantrieb,3,2012,Benzin,626,schwarz,1200,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Silver,Mclaren,11.7,l/100km
944.0,F355,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,5,1999,Benzin,380,schwarz,29000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Silver,Ferrari,20.8,l/100km
146.0,2002,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1974,Benzin,180,schwarz,7990,"\"Ab MFK\"",4,Schaltgetriebe,Blue,Bmw,null,""
203.0,A8,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,4,2004,Benzin,335,grau,60000,"\"Ab MFK\"",5,Automat sequentiell,Other,Audi,12.0,l/100km
704.0,CONTINENTAL,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2008,Benzin,610,braun,36900,"\"Ab MFK\"",4,Automat sequentiell,Black,Bentley,16.6,l/100km
785.0,S 600,Limousine,5987,Zuzwil,null,Occasion,null,16.9 l/100km,4,Hinterradantrieb,1,1996,Benzin,394,schwarz,125000,"\"Ab MFK\"",5,Automat,Black,Mercedes-Benz,16.9,l/100km
1128.0,205,Coupé,1775,Zuzwil,null,Occasion,null,null,3,Allrad,11,1984,Benzin,200,schwarz,58950,"\"Ab MFK\"",2,Schaltgetriebe,White,Peugeot,null,""
387.0,SL 63 AMG,Cabriolet,6209,Zuzwil,328 g/km,Occasion,null,14.1 l/100km,2,Hinterradantrieb,6,2008,Benzin,525,schwarz,62700,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Other,Mercedes-Benz,14.1,l/100km
625.0,G 63 AMG,SUV / Geländewagen,5461,Zuzwil,322 g/km,Occasion,G,13.8 l/100km,5,Allrad,4,2013,Benzin,544,schwarz,28100,"\"Ab MFK\"",5,Automat sequentiell,Black,Mercedes-Benz,13.8,l/100km
774.0,SL 500,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,2,1998,Benzin,320,schwarz,30400,"\"Ab MFK\"",0,Automat,Black,Mercedes-Benz,14.3,l/100km
787.0,612,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,4,2005,Benzin,540,beige,36000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Black,Ferrari,20.7,l/100km
1099.0,CORVETTE,Cabriolet,5351,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1961,Benzin,327,schwarz,67000,"\"Ab MFK\"",2,Schaltgetriebe manuell,White,Chevrolet,null,""
156.0,911,Cabriolet,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,1,1999,Benzin,300,schwarz,34400,"\"Ab MFK\"",4,Schaltgetriebe manuell,Blue,Porsche,12.0,l/100km
159.0,540,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,grau,78700,"\"Ab MFK\"",5,Automat,Blue,Bmw,12.5,l/100km
280.0,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2009,Benzin,580,schwarz,59900,"\"Ab MFK\"",5,Automat sequentiell,Gray,Audi,14.0,l/100km
289.0,X5,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2001,Benzin,286,grau,113000,"\"Ab MFK\"",5,Automat sequentiell,Gray,Bmw,13.9,l/100km
356.0,911,Coupé,3600,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,5,2009,Benzin,530,schwarz,44600,"\"Ab MFK\"",2,Schaltgetriebe manuell,Gray,Porsche,12.5,l/100km
553.0,RS4,Kombi,4163,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,5,Allrad,8,2006,Benzin,420,schwarz,117400,"\"Ab MFK\"",5,Schaltgetriebe manuell,Black,Audi,13.6,l/100km
899.0,BITURBO,Cabriolet,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1995,Benzin,225,beige,39500,null,2,Schaltgetriebe manuell,Silver,Maserati,null,""
16.0,SL 55 AMG,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,6,2002,Benzin,476,grau,16500,"\"Ab MFK\"",2,Automat,Blue,Mercedes-Benz,14.2,l/100km
469.0,911,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,1,2004,Benzin,420,schwarz,14400,"\"Ab MFK\", \"Tuning\"",2,Schaltgetriebe manuell,Red,Porsche,12.9,l/100km
525.0,M5,Limousine,4395,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2013,Benzin,575,schwarz,15300,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,Black,Bmw,9.9,l/100km
592.0,BROOKLANDS,Limousine,6761,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,12,1995,Benzin,250,beige,124900,"\"Ab MFK\"",5,Automat,Black,Bentley,null,""
608.0,9-3,Limousine,1985,Zuzwil,216 g/km,Occasion,G,9.0 l/100km,3,Vorderradantrieb,9,2001,Benzin,205,schwarz,134600,"\"Ab MFK\"",5,Schaltgetriebe manuell,Black,Saab,9.0,l/100km
658.0,911,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,8,1999,Benzin,360,schwarz,29800,"\"Ab MFK\"",4,Schaltgetriebe manuell,Black,Porsche,12.9,l/100km
67.0,924,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1981,Benzin,170,mehrfarbig,114000,"\"Ab MFK\"",4,Schaltgetriebe manuell,Blue,Porsche,null,""
846.0,200 SX,Coupé,1808,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,6,1990,Benzin,169,mehrfarbig,162900,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver,Nissan,null,""
933.0,"",Limousine,1994,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,7,1978,Benzin,0,braun,57000,"\"Ab MFK\"",2,Schaltgetriebe,Silver,Lancia,null,""
1136.0,CLS 63 AMG,Limousine,6209,Zuzwil,345 g/km,Occasion,G,14.5 l/100km,4,Hinterradantrieb,8,2010,Benzin,515,beige,37500,"\"Ab MFK\"",4,Automat sequentiell,White,Mercedes-Benz,14.5,l/100km
327.0,ML 63 AMG,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,3,2009,Benzin,510,schwarz,88500,"\"Ab MFK\"",5,Automat sequentiell,Gray,Mercedes-Benz,16.5,l/100km
449.0,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,schwarz,112400,"\"Ab MFK\"",5,Automat,Red,Audi,14.0,l/100km
1001.0,2002,Limousine,1977,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,170,schwarz,97100,"\"Ab MFK\"",4,Schaltgetriebe,Silver,Bmw,null,""
315.0,CAYENNE,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,4,2003,Benzin,450,schwarz,127000,"\"Ab MFK\"",5,Automat sequentiell,Gray,Porsche,15.7,l/100km
396.0,Dino,Coupé,2418,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1972,Benzin,180,mehrfarbig,131000,"\"Ab MFK\"",4,Schaltgetriebe,Other,Fiat,null,""
490.0,575M,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,1,2004,Benzin,517,beige,28000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Red,Ferrari,21.8,l/100km
569.0,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2003,Benzin,450,schwarz,40900,"\"Ab MFK\"",5,Automat sequentiell,Black,Audi,14.6,l/100km
69.0,ARNAGE,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,2,1999,Benzin,354,grau,44600,"\"Ab MFK\"",5,Automat,Blue,Bentley,19.9,l/100km
911.0,911,Coupé,3600,Zuzwil,320 g/km,Occasion,null,12.9 l/100km,2,Hinterradantrieb,3,2000,Benzin,360,schwarz,42500,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver,Porsche,12.9,l/100km
100.0,F360,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,2,2004,Benzin,400,beige,42600,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Blue,Ferrari,19.3,l/100km
1014.0,8C,Coupé,4691,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2008,null,450,schwarz,37000,null,0,Automatik-Getriebe,Silver,Alfa Romeo,null,""
26.0,SL 600,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1994,Benzin,394,grau,48700,"\"Ab MFK\"",2,Automat,Blue,Mercedes-Benz,null,""
295.0,CLK 63 AMG,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,507,schwarz,36000,"\"Ab MFK\"",2,Automat sequentiell,Gray,Mercedes-Benz,15.3,l/100km
59.0,750,Limousine,5379,Zuzwil,327 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,3,1998,Benzin,327,grau,60700,"\"Ab MFK\"",5,Automat sequentiell,Blue,Bmw,14.2,l/100km
716.0,540,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,7,1996,Benzin,286,schwarz,141000,"\"Ab MFK\"",5,Automat,Black,Bmw,12.5,l/100km
744.0,XK,Cabriolet,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,363,schwarz,107100,"\"Ab MFK\"",4,Automat,Black,Jaguar,12.5,l/100km
996.0,DIABLO,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Allrad,6,1993,Benzin,492,null,46700,"\"Ab MFK\"",2,Schaltgetriebe manuell,Silver,Lamborghini,null,""
1065.0,TT,Cabriolet,1781,Zuzwil,199 g/km,Occasion,G,8.3 l/100km,2,Vorderradantrieb,3,2005,Benzin,180,schwarz,49900,"\"Ab MFK\"",2,Schaltgetriebe manuell,Silver,Audi,8.3,l/100km
1109.0,SPIDER,Cabriolet,1290,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,3,1970,Benzin,88,schwarz,106000,"\"Ab MFK\"",3,Schaltgetriebe,White,Alfa Romeo,null,""
221.0,911,Cabriolet,2687,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1971,Benzin,150,schwarz,96000,"\"Ab MFK\"",2,Schaltgetriebe manuell,Yellow,Porsche,null,""
263.0,CAYENNE,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,6,2003,Benzin,450,beige,68700,"\"Ab MFK\"",5,Automat sequentiell,Gray,Porsche,15.7,l/100km
314.0,BEETLE,Limousine,2792,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,9,2000,Benzin,204,null,1,"\"Rennwagen\"",2,Schaltgetriebe,Gray,Vw,null,""
432.0,F360,Cabriolet,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2003,Benzin,400,schwarz,53600,"\"Ab MFK\"",2,Automatik-Getriebe,Other,Ferrari,19.3,l/100km
463.0,740,Limousine,4398,Zuzwil,317 g/km,Occasion,null,13.3 l/100km,4,Hinterradantrieb,2,1998,Benzin,286,beige,63000,"\"Ab MFK\"",5,Automat,Red,Bmw,13.3,l/100km
546.0,530,Kombi,2979,Zuzwil,238 g/km,Occasion,null,9.9 l/100km,5,Hinterradantrieb,5,2001,Benzin,231,null,120900,"\"Ab MFK\"",5,Automatik-Getriebe,Black,Bmw,9.9,l/100km
864.0,911,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,2,2001,Benzin,420,grau,82100,"\"Ab MFK\"",4,Automatik-Getriebe,Silver,Porsche,12.9,l/100km
923.0,M5,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,schwarz,33600,"\"Tuning\"",5,Automatisiertes Schaltgetriebe,Silver,Bmw,14.8,l/100km
927.0,S 65 AMG,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2007,Benzin,612,beige,40300,"\"Ab MFK\"",5,Automat sequentiell,Silver,Mercedes-Benz,14.8,l/100km
997.0,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,2,2009,Benzin,580,schwarz,118800,"\"Ab MFK\"",5,Automat sequentiell,Silver,Audi,14.0,l/100km
375.0,ML 63 AMG,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,3,2007,Benzin,510,schwarz,13300,"\"Ab MFK\"",5,Automat sequentiell,Other,Mercedes-Benz,16.5,l/100km
56.0,RS4,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,3,2001,Benzin,380,weiss,50000,"\"Ab MFK\"",5,Schaltgetriebe manuell,Blue,Audi,12.0,l/100km
863.0,SL 65 AMG,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,14.0 l/100km,2,Hinterradantrieb,7,2008,Benzin,612,rot,24000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automat sequentiell,Silver,Mercedes-Benz,14.0,l/100km
938.0,650,Cabriolet,4395,Zuzwil,217 g/km,Occasion,G,9.3 l/100km,2,Allrad,1,2013,Benzin,450,null,5400,"\"Ab MFK\"",4,Automat sequentiell,Silver,Bmw,9.3,l/100km
1032.0,645,Coupé,4398,Zuzwil,283 g/km,Occasion,null,11.7 l/100km,2,Hinterradantrieb,1,2004,Benzin,333,schwarz,79100,"\"Ab MFK\"",4,Automatik-Getriebe,Silver,Bmw,11.7,l/100km
417.0,CL 600,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,5,2000,Benzin,367,anthrazit,29000,"\"Ab MFK\"",4,Automat,Other,Mercedes-Benz,13.4,l/100km
448.0,SL 55 AMG,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,5,2002,Benzin,476,anthrazit,36800,"\"Ab MFK\", \"Tuning\"",2,Automat,Red,Mercedes-Benz,14.2,l/100km
686.0,DYNA,Pick-up,2976,Zuzwil,null,Occasion,null,null,2,null,1,1981,Diesel,0,beige,26900,null,3,Schaltgetriebe,Black,Toyota,null,""
988.0,"",Cabriolet,0,Zuzwil,null,Occasion,null,null,0,null,5,2008,null,0,rot,3000,"\"Ab MFK\"",2,Schaltgetriebe,Silver,Pgo,null,""
165.0,S 600,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,schwarz,111000,"\"Ab MFK\"",4,Automat,Blue,Mercedes-Benz,null,""
250.0,F355,Cabriolet,3496,Zuzwil,395 g/km,Occasion,null,16.9 l/100km,2,Hinterradantrieb,10,1997,Benzin,380,beige,41000,"\"Ab MFK\"",2,Schaltgetriebe manuell,Gray,Ferrari,16.9,l/100km
64.0,H3,SUV / Geländewagen,3462,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2006,Benzin,223,mehrfarbig,127700,"\"Ab MFK\"",5,Automat,Blue,Hummer,13.9,l/100km
66.0,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,beige,88600,"\"Ab MFK\"",5,Automat sequentiell,Blue,Audi,14.6,l/100km
920.0,SLK 200,Cabriolet,1796,Zuzwil,196 g/km,Neu,G,8.2 l/100km,2,Hinterradantrieb,7,2009,Benzin,184,schwarz,160,"\"Ab MFK\"",2,Automat sequentiell,Silver,Mercedes-Benz,8.2,l/100km
977.0,E 50 AMG,Limousine,4973,Zuzwil,315 g/km,Occasion,null,13.5 l/100km,4,Hinterradantrieb,2,1997,Benzin,347,schwarz,35600,"\"Ab MFK\"",5,Automat,Silver,Mercedes-Benz,13.5,l/100km
1060.0,911,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,3,2003,Benzin,420,schwarz,94500,"\"Ab MFK\"",4,Automatik-Getriebe,Silver,Porsche,12.9,l/100km
917.0,750,Limousine,5379,Zuzwil,332 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,6,1997,Benzin,327,blau,42000,"\"Ab MFK\"",5,Automat sequentiell,Silver,Bmw,14.2,l/100km
968.0,X5,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,11,2000,Benzin,286,schwarz,41900,"\"Ab MFK\"",5,Automat sequentiell,Silver,Bmw,13.9,l/100km
987.0,TURBO,Coupé,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1995,Benzin,405,blau,47500,"\"Ab MFK\"",5,Automatik-Getriebe,Silver,Bentley,null,""
1106.0,"",Coupé,2849,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1981,Benzin,132,grau,15000,null,0,Schaltgetriebe,White,Delorean,null,""
112.0,EXPLORER,SUV / Geländewagen,4011,Zuzwil,350 g/km,Occasion,null,13.7 l/100km,5,Allrad,9,1999,Benzin,197,beige,50100,"\"Ab MFK\"",5,Automat,Blue,Ford (usa),13.7,l/100km
332.0,Alpine A110,Coupé,1605,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,7,1972,Benzin,124,schwarz,34900,"\"Ab MFK\"",2,Schaltgetriebe,Gray,Renault,null,""
571.0,CAYENNE,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,8,2003,Benzin,450,beige,114000,"\"Ab MFK\"",5,Automat sequentiell,Black,Porsche,15.7,l/100km
616.0,SL 600,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1992,Benzin,394,grau,52500,"\"Ab MFK\"",2,Automat,Black,Mercedes-Benz,null,""
626.0,S 63 AMG,Limousine,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2008,Benzin,525,grau,45600,"\"Ab MFK\"",5,Automat sequentiell,Black,Mercedes-Benz,14.9,l/100km
647.0,CAYENNE,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,11,2004,Benzin,450,schwarz,69500,"\"Ab MFK\"",5,Automat,Black,Porsche,15.7,l/100km
681.0,RS4,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,2,2001,Benzin,380,schwarz,72600,"\"Ab MFK\"",5,Schaltgetriebe manuell,Black,Audi,12.0,l/100km
737.0,SPIDER,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1978,Benzin,128,schwarz,115100,null,2,Schaltgetriebe,Black,Fiat,null,""
981.0,RS4,Limousine,4163,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,4,Allrad,1,2006,Benzin,420,schwarz,95700,"\"Ab MFK\"",5,Schaltgetriebe manuell,Silver,Audi,13.5,l/100km
273.0,CAYENNE,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,9,2004,Benzin,450,schwarz,31000,"\"Ab MFK\"",5,Automat sequentiell,Gray,Porsche,15.7,l/100km
597.0,CAYENNE,SUV / Geländewagen,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2011,Benzin,500,schwarz,39000,"\"Ab MFK\"",5,Automat sequentiell,Black,Porsche,11.5,l/100km
797.0,Continental,Limousine,4602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,2,2002,Benzin,0,beige,119600,"\"Ab MFK\"",5,Automat,Black,Lincoln,null,""
953.0,SL 55 AMG,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,anthrazit,21400,"\"Ab MFK\"",2,Automat,Silver,Mercedes-Benz,13.5,l/100km
